sentence,start,end,duration,talks_id
" We've been around as Homo sapiens —  that's a rather generous definition, sapiens — for perhaps a quarter of a million years, a quarter of a million.",296.968,305.068,8.100000000000023,2093
 We risk temperatures we haven't seen for tens of millions of years over a century. ,305.068,311.0379999999999,5.96999999999997,2093
 That would transform the relationship between human beings and the planet. ,311.0379999999999,317.337,6.299000000000034,2093
" It would lead to changing deserts,  changing rivers, changing patterns of hurricanes,  changing sea levels,  hundreds of millions of people,  perhaps billions of people who would have to move,  and if we've learned anything from history, that means severe and extended conflict. ",317.337,336.523,19.185999999999982,2093
And we couldn't just turn it off. ,336.523,338.4009999999999,1.8779999999999857,2093
You can't make a peace treaty with the planet. ,338.4009999999999,340.831,2.430000000000007,2093
You can't negotiate with the laws of physics. ,340.831,343.05800000000005,2.2270000000000323,2093
You're in there. You're stuck. ,343.05800000000005,344.773,1.714999999999975,2093
" Those are the stakes we're playing for,  and that's why we have to make this second transformation, the climate transformation, and move to a low-carbon economy. ",344.773,353.194,8.420999999999992,2093
" Now, the first of these transformations is going to happen anyway. ",353.194,356.653,3.459000000000003,2093
" We have to decide whether to do it well or badly, the economic, or structural, transformation. ",356.653,361.32,4.66700000000003,2093
" But the second of the transformations, the climate transformations, we have to decide to do. ",361.32,367.324,6.003999999999963,2093
 Those two transformations face us in the next two decades. ,367.324,371.716,4.392000000000053,2093
 The next two decades are decisive for what we have to do. ,371.716,377.644,5.927999999999997,2093
" Now, the more I've thought about this,  the two transformations coming together,  the more I've come to realize that this is an enormous opportunity. ",377.644,385.766,8.121999999999957,2093
 It's an opportunity which we can use or it's an opportunity which we can lose. ,385.766,391.39,5.624000000000024,2093
" And let me explain through those three key areas that I've identified: cities, energy and land. ",391.39,396.82300000000004,5.432999999999993,2093
And let me start with cities. ,396.82300000000004,398.877,2.0539999999999736,2093
" I've already described the problems of Beijing: pollution, congestion, waste and so on. ",398.877,405.756,6.879000000000019,2093
 Surely we recognize that in many of our cities around the world. ,405.756,410.705,4.949000000000012,2093
" Now, with cities, like life but particularly cities, you have to think ahead. ",410.705,416.694,5.988999999999976,2093
" The cities that are going to be built —  and there are many, and many big ones —  we have to think of how to design them  in a compact way so we can save travel time  and we can save energy.",416.694,426.522,9.828000000000033,2093
" The cities that already are  there, well established, we have to think about renewal and investment in them so that we can connect ourselves much better  within those cities, and make it easier, encourage more people, to live closer to the center. ",426.522,442.269,15.747000000000016,2093
 We've got examples building around the world of the kinds of ways in which we can do that. ,442.269,446.971,4.701999999999998,2093
" The bus rapid transport system in Bogotá in Colombia  is a very important case of how to move around  safely and quickly in a non-polluting way  in a city: very frequent buses,  strongly protected routes, the same service, really,  as an underground railway system,  but much, much cheaper  and can be done much more quickly,  a brilliant idea in many more cities around the world that's developing. ",446.971,472.564,25.59299999999996,2093
"Now, some things in cities do take time. ",472.564,474.465,1.9010000000000105,2093
Some things in cities can happen much more quickly. ,474.465,477.51800000000003,3.0529999999999973,2093
"Take my hometown, London. ",477.51800000000003,479.622,2.103999999999985,2093
" In 1952, smog in London killed 4,000 people and badly damaged the lives of many, many more. ",479.622,487.60400000000004,7.982000000000028,2093
And it happened all the time. ,487.60400000000004,488.954,1.3499999999999657,2093
For those of you live outside London in the U.K. ,488.954,491.456,2.502000000000009,2093
will remember it used to be called The Smoke. ,491.456,493.649,2.1930000000000405,2093
That's the way London was. ,493.649,495.325,1.6759999999999875,2093
" By regulating coal, within a few years the problems of smog were rapidly reduced. ",495.325,500.495,5.170000000000017,2093
I remember the smogs well. ,500.495,502.05,1.55499999999995,2093
" When the visibility dropped to [less] than  a few meters, they stopped the buses and I had to walk. ",502.05,508.622,6.572000000000003,2093
This was the 1950s. ,508.622,510.68,2.0579999999999927,2093
I had to walk home three miles from school. ,510.68,514.578,3.898000000000025,2093
"Again, breathing was a hazardous activity. ",514.578,518.1469999999999,3.5690000000000737,2093
But it was changed. It was changed by a decision. ,518.1469999999999,520.825,2.6779999999999973,2093
" Good decisions can bring good results, striking results, quickly. ",520.825,526.359,5.533999999999992,2093
" We've seen more: In London, we've introduced the congestion charge, actually quite quickly and effectively,  and we've seen great improvements in the bus system, and cleaned up the bus system. ",526.359,537.64,11.280999999999947,2093
" You can see that the two transformations I've described, the structural and the climate, come very much together. ",537.64,545.3480000000001,7.70799999999997,2093
"But we have to invest. We have to invest in our cities, ",545.3480000000001,548.281,2.9329999999999927,2093
" and we have to invest wisely, and if we do,  we'll see cleaner cities, quieter cities, safer cities,  more attractive cities, more productive cities,  and stronger community in those cities —  public transport, recycling, reusing, all sorts of things that bring communities together. ",548.281,567.071,18.790000000000077,2093
" We can do that, but we have to think, we have to invest, we have to plan. ",567.071,571.2080000000001,4.136999999999944,2093
Let me turn to energy. ,571.2080000000001,573.379,2.171000000000049,2093
" Now, energy over the last 25 years has increased by about 50 percent. ",573.379,578.837,5.45799999999997,2093
Eighty percent of that comes from fossil fuels. ,578.837,581.4540000000001,2.616999999999962,2093
" Over the next 20 years, perhaps it will increase by another 40 percent or so. ",581.4540000000001,586.888,5.434000000000084,2093
" We have to invest strongly in energy,  we have to use it much more efficiently, and we have to make it clean. ",586.888,594.384,7.495999999999981,2093
We can see how to do that. ,594.384,595.7139999999998,1.3299999999999272,2093
Take the example of California. ,595.7139999999998,597.6179999999998,1.9039999999999964,2093
 It would be in the top 10 countries in the world if it was independent. ,597.6179999999998,602.771,5.15300000000002,2093
 I don't want to start any —  (Laughter) California's a big place. ,602.771,610.679,7.908000000000015,2093
" (Laughter)  In the next five or six years,  they will likely move from  around 20 percent in renewables —  wind, solar and so on —  to over 33 percent,  and that would bring California back  to greenhouse gas emissions in 2020  to where they were in 1990,  a period when the economy in California would more or less have doubled. ",610.679,634.756,24.077,2093
That's a striking achievement. ,634.756,636.206,1.4500000000000457,2093
It shows what can be done. ,636.206,637.689,1.4829999999999472,2093
 Not just California — the  incoming government of India is planning to get solar technology  to light up the homes  of 400 million people who don't have electricity in India. ,637.689,649.169,11.480000000000016,2093
They've set themselves a target of five years. ,649.169,651.649,2.480000000000018,2093
I think they've got a good chance of doing that. ,651.649,654.8779999999998,3.2289999999999286,2093
" We'll see, but what you're seeing now is people moving much more quickly. ",654.8779999999998,659.8480000000001,4.970000000000027,2093
" Four hundred million, more than the population of the United States. ",659.8480000000001,663.7080000000001,3.8600000000000136,2093
 Those are the kinds of ambitions now  people are setting themselves in terms of rapidity of change. ,663.7080000000001,671.987,8.278999999999996,2093
" Again, you can see  good decisions can bring quick results,  and those two transformations, the economy and the structure and the climate and the low carbon, are intimately intertwined. ",671.987,683.305,11.317999999999984,2093
" Do the first one well, the structural,  the second one on the climate becomes much easier. ",683.305,690.29,6.985000000000013,2093
" Look at land, land and particularly forests. ",690.29,694.6669999999999,4.377000000000066,2093
 Forests are the hosts to valuable plant and animal species. ,694.6669999999999,700.2560000000001,5.588999999999942,2093
" They hold water in the soil  and they take carbon dioxide out of the atmosphere, fundamental to the tackling of climate change. ",700.2560000000001,708.591,8.335000000000036,2093
But we're losing our forests. ,708.591,710.823,2.231999999999971,2093
" In the last decade, we've lost a forest area  the size of Portugal, and much more has been degraded. ",710.823,718.2560000000001,7.432999999999992,2093
 But we're already seeing that we can do so much about that. ,718.2560000000001,722.418,4.1620000000000354,2093
" We can recognize the problem, but we can also understand how to tackle it. ",722.418,726.569,4.150999999999954,2093
" In Brazil, the rate of deforestation  has been reduced by 70 percent over the last 10 years. ",726.569,733.803,7.234000000000037,2093
" How? By involving local communities,  investing in their agriculture and their economies,  by monitoring more carefully, by enforcing the law more strictly. ",733.803,745.3539999999998,11.55099999999993,2093
And it's not just stopping deforestation. ,745.3539999999998,747.2439999999999,1.8900000000001,2093
" That's of course of first and fundamental importance,  but it's also regrading degraded land, regenerating, rehabilitating degraded land. ",747.2439999999999,757.707,10.462999999999964,2093
I first went to Ethiopia in 1967. ,757.707,761.587,3.879999999999996,2093
"It was desperately poor. In the following years, ",761.587,764.062,2.4750000000000227,2093
 it suffered devastating famines and profoundly destructive social conflict. ,764.062,769.664,5.6019999999999746,2093
" Over the last few years, actually more than a few, Ethiopia has been growing much more rapidly. ",769.664,775.423,5.759000000000015,2093
 It has ambitions to be a middle-income country  15 years from now and to be carbon neutral. ,775.423,782.061,6.6380000000000345,2093
" Again, I think it's a strong ambition but it is a plausible one. ",782.061,787.404,5.342999999999961,2093
You're seeing that commitment there. ,787.404,788.8149999999998,1.4109999999999443,2093
You're seeing what can be done. ,788.8149999999998,790.081,1.2660000000000764,2093
Ethiopia is investing in clean energy. ,790.081,792.6460000000001,2.564999999999941,2093
It's working in the rehabilitation of land. ,792.6460000000001,796.268,3.6220000000000714,2093
" In Humbo, in southwest Ethiopia,  a wonderful project  to plant trees on degraded land  and work with local communities  on sustainable forest management has led to big increases in living standards. ",796.268,809.408,13.139999999999983,2093
" So we can see, from Beijing to London,  from California to India,  from Brazil to Ethiopia,  we do understand  how to manage those two transformations, the structural and the climate. ",809.408,824.4309999999998,15.022999999999909,2093
We do understand how to manage those well. ,824.4309999999998,828.61,4.179000000000087,2093
And technology is changing very rapidly. ,828.61,831.388,2.7780000000000205,2093
" I don't have to list all those things  to an audience like this,  but you can see the electric cars, you can see the batteries using new materials. ",831.388,841.064,9.675999999999929,2093
 You can see that we can manage remotely now our household appliances on our mobile phones when we're away.,841.064,847.0139999999999,5.9500000000000455,2093
You can see better insulation. ,847.0139999999999,848.821,1.8070000000000164,2093
And there's much more coming. ,848.821,850.7439999999999,1.9230000000000016,2093
" But, and it's a big but,  the world as a whole is moving far too slowly. ",850.7439999999999,857.528,6.783999999999992,2093
We're not cutting emissions in the way we should. ,857.528,860.0699999999998,2.5419999999999163,2093
 We're not managing those structural transformations as we can. ,860.0699999999998,865.01,4.940000000000055,2093
 The depth of understanding of the immense risks of climate changeare not there yet. ,865.01,871.828,6.817999999999984,2093
 The depth of understanding  of the attractiveness of what we can do is not there yet. ,871.828,880.1080000000001,8.279999999999973,2093
We need political pressure to build. ,880.1080000000001,883.6060000000001,3.4980000000000477,2093
We need leaders to step up. ,883.6060000000001,887.138,3.5320000000000387,2093
" We can have better growth, better climate, a better world. ",887.138,894.8439999999998,7.705999999999904,2093
" We can make,  by managing those two transformations well, the next 100 years the best of centuries. ",894.8439999999998,903.724,8.879999999999994,2093
" If we make a mess of it,  we, you and me, if we make a mess of it,  if we don't manage those transformations properly,  it will be, the next 100 years will be the worst of centuries. ",903.724,916.193,12.469000000000053,2093
" That's the major conclusion  of the report on the economy and climate  chaired by ex-President Felipe Calderón of Mexico,  and I co-chaired that with him,  and we handed that report yesterday  here in New York, in the United Nations Building to the Secretary-General of the U.N., ",916.193,933.68,17.486999999999963,2093
Ban Ki-moon. ,933.68,934.946,1.2660000000000764,2093
We know that we can do this. ,934.946,939.051,4.1049999999999045,2093
" Now, two weeks ago, I became a grandfather for the fourth time. ",939.051,945.8330000000001,6.782000000000039,2093
 Our daughter —  (Baby cries) (Laughter) (Applause) —  Our daughter gave birth to Rosa here in New York two weeks ago. Here are Helen and Rosa. ,945.8330000000001,964.4839999999999,18.651000000000067,2093
 (Applause) Two weeks old. ,964.4839999999999,974.696,10.211999999999987,2093
" Are we going to look our grandchildren in the eye  and tell them that we understood the issues,  that we recognized the dangers and the opportunities,  and still we failed to act? Surely not. Let's make the next 100 years ",974.696,995.168,20.47199999999998,2093
the best of centuries. ,995.168,996.974,1.8059999999999263,2093
" Over the past couple of days,  as I've been preparing for my speech,  I've become more and more nervous about what I'm going to sayand about being on the same stage as all these fascinating people.",25.802,35.699,9.896999999999998,21
"Being on the same stage as Al Gore, who was the first person I ever voted for.",35.723,40.013000000000005,4.289999999999999,21
" And --  (Laughter)  So I was getting pretty nervous  and, you know, I didn't know that Chris sits on the stage,and that's more nerve-racking. ",40.037,50.985,10.948,21
But then I started thinking about my family.,51.00899999999999,53.065,2.0559999999999974,21
" I started thinking about my father and my grandfather and my great-grandfather,  and I realized  that I had all of these Teds going through my bloodstream -- (Laughter) that I had to consider this ""my element."" ",53.089,68.834,15.745000000000005,21
" So, who am I? Chris kind of mentioned I started a company with my husband.",68.858,74.888,6.030000000000001,21
We have about 125 people internationally. ,74.91199999999999,77.331,2.418999999999997,21
" If you looked in the book, you saw this ... ",77.355,80.44200000000002,3.0870000000000037,21
 (Laughter) which I really was appalled by. ,80.46600000000002,85.031,4.564999999999999,21
" (Laughter)  And because I wanted to impress you all with slides, since I saw the great presentations yesterday with graphs, I made a graph that moves, and I talk about the makeup of me. ",85.055,98.834,13.778999999999995,21
" (Laughter)  So, besides this freakish thing, this is my science slide. ",98.85799999999999,105.557,6.698999999999997,21
"This is math, and this is science, this is genetics.",105.581,108.149,2.567999999999998,21
"This is my grandmother, and this is where I get this mouth.",108.17299999999999,111.04500000000002,2.8720000000000137,21
" (Laughter)  So -- I'm a blogger, which, probably, to a lot of you, means different things.",111.069,119.07700000000001,8.007999999999996,21
" You may have heard about the Kryptonite lock brouhaha, where a blogger talked about how you hack  or break into a Kryptonite lock using a ballpoint pen,and it spread all over. ",119.101,129.207,10.105999999999996,21
" Kryptonite had to adjust the lock, and they had to address it to avoid too many customer concerns.",129.231,134.834,5.603000000000009,21
" You may have heard about Rathergate,  which was basically the result of bloggers  realizing that the ""th"" in 111  is not typeset on an old typewriter; it's on Word. ",134.858,148.505,13.646999999999993,21
" Bloggers exposed this, or they worked hard to expose this. ",148.529,152.834,4.305000000000007,21
"You know, blogs are scary. This is what you see.",152.858,155.425,2.5670000000000077,21
" I see this, and I'm sure scared -- I swear on stage -- shitless about blogs,because this is not something that's friendly.",155.44899999999998,163.93,8.480999999999995,21
" But there are blogs that are changing the way we read newsand consume media, and these are great examples.",163.954,170.00099999999998,6.046999999999998,21
" These people are reaching thousands,  if not millions, of readers, and that's incredibly important. ",170.025,175.834,5.8089999999999975,21
" During the hurricane,  you had MSNBC posting about the hurricane on their blog,updating it frequently. ",175.858,182.53799999999998,6.680000000000009,21
This was possible because of the easy nature of blogging tools.,182.562,185.834,3.271999999999992,21
" You have my friend, who has a blog on PVRs, personal recorders.",185.858,192.132,6.274000000000001,21
" He makes enough money just by running ads, to support his family up in Oregon. ",192.15599999999998,196.267,4.110999999999991,21
" That's all he does now, and this is something that blogs have made possible.",196.291,199.908,3.617000000000018,21
"And then you have something like this, which is Interplast.",199.932,202.71599999999998,2.783999999999992,21
 It's a wonderful organization  of people and doctors who go to developing nationsto offer plastic surgery to those who need it.,202.74,210.834,8.093999999999994,21
"Children with cleft palates get it, and they document their story.",210.858,214.52,3.6620000000000066,21
This is wonderful. ,214.544,215.834,1.289999999999992,21
I am not that caring. ,215.858,218.834,2.9759999999999986,21
 (Laughter) I talk about myself. ,218.858,222.785,3.926999999999993,21
That's what I am. I'm a blogger. ,222.80900000000003,224.402,1.5930000000000175,21
" I have always decided that I was going to be an expert on one thing, and I am an expert on this person, and so I write about it. ",224.426,232.398,7.971999999999981,21
" So, the short story about my blog: it started in 2001, I was 23. ",232.7,236.518,3.817999999999984,21
" I wasn't happy with my job,  because I was a designer, but I wasn't being really stimulated. ",236.542,241.68599999999998,5.1440000000000055,21
I was an English major in college. ,241.71,243.343,1.6329999999999814,21
"I didn't have any use for it, but I missed writing.",243.36700000000002,246.042,2.675000000000012,21
" So, I started to write a blog and I started to create things like these little stories.",246.06599999999997,250.597,4.531000000000006,21
" This was an illustration about my camp experience when I was 11 years old, and how I went to a YMCA camp, Christian camp, and basically by the end,  I had made my friends hate me so much that I hid in a bunk, They couldn't find me, they sent a search party, and I overheard people saying they wish I had killed myself --jumped off Bible Peak. ",250.62099999999998,271.525,20.903999999999968,21
"You can laugh, this is OK. ",271.54900000000004,273.194,1.6449999999999818,21
 (Laughter) This is me. ,273.218,276.834,3.6160000000000414,21
This is what happened to me. ,276.85799999999995,278.327,1.469000000000051,21
" And when I started my blog, it was really this one goal -- I said, ""I am not going to be famous to the world,but I could be famous to people on the Internet.""",278.351,290.032,11.680999999999983,21
And I set a goal. ,290.056,291.216,1.1600000000000248,21
" I said, ""I'm going to win an award,"" because I had never won an award in my entire life.",291.24,296.068,4.827999999999975,21
"And I said, ""I'm going to win the South by Southwest Weblog award.""",296.092,300.023,3.9309999999999827,21
" And I won it -- I reached all of these people,and I had tens of thousands of people reading about my life every day.",300.047,306.345,6.298000000000003,21
And then I wrote a post about a banjo. ,306.369,308.796,2.427000000000021,21
" I wrote a post  about wanting to buy a banjo -- a $300 banjo, which is a lot of money. ",309.177,315.971,6.7940000000000405,21
 And I don't play instruments; I don't know anything about music. ,316.471,320.349,3.8779999999999863,21
" I like music, and I like banjos,  and I think I probably heard Steve Martin playing,and I said, ""I could do that."" ",320.373,326.834,6.461000000000013,21
" And I said to my husband, ""Ben, can I buy a banjo?"" And he's like, ""No.""",326.858,330.3649999999999,3.506999999999948,21
" And my husband --  (Laughter)  this is my husband, who is very hot -- he won an award for being hot. ",330.3889999999999,336.834,6.44500000000005,21
" (Laughter)  He told me, ""You cannot buy a banjo. ",336.85799999999995,342.834,5.976000000000057,21
"You're just like your dad,"" who collects instruments.",342.85799999999995,346.033,3.175000000000012,21
" And I wrote a post about how I was so mad at him,he was such a tyrant -- he would not let me buy this banjo.",346.057,352.80300000000005,6.746000000000037,21
" And those people who know me understood my joke --this is Mena, this is how I make a joke at people.",352.827,357.5619999999999,4.734999999999957,21
" Because the joke in this is that this person is not a tyrant, this person is so loving and so sweet  that he lets me dress him up and post pictures of him to my blog. ",357.586,367.761,10.175000000000011,21
 (Laughter)  And if he knew I was showing this right now -- I put this in today --he would kill me. ,367.785,376.815,9.03000000000003,21
" But the thing was, my friends read it,  and they're like, ""Oh, that Mena, she wrote a postabout wanting a stupid thing and being stupid.""",376.839,384.102,7.262999999999978,21
" But I got emails from people that said, ""Oh my God, your husband is such an asshole.",384.126,389.66900000000004,5.543000000000006,21
 How much money does he spend on beer in a year?You could take that money and buy your banjo.,389.69300000000004,395.52,5.826999999999997,21
" Why don't you open a separate account?"" I've been with him since I was 17, we've never had a separate bank account.",395.54400000000004,400.985,5.440999999999974,21
"They said, ""Separate your bank account. ",401.009,402.89,1.8810000000000289,21
"Spend your money; spend his money, that's it.""",402.914,405.097,2.1829999999999927,21
"And then I got people saying, ""Leave him."" ",405.121,407.25,2.129000000000019,21
" (Laughter)  I was like, ""OK, what? Who are these people? And why are they reading this?"" And I realized: I don't want to reach these people.",407.274,415.24300000000005,7.968999999999994,21
I don't want to write for this public audience.,415.267,417.834,2.5669999999999504,21
And I started to kill my blog slowly. ,417.858,419.834,1.975999999999999,21
"I'm like, I don't want to write this anymore.",419.858,421.96,2.1020000000000323,21
 Slowly and slowly -- And I did tell personal stories from time to time.,421.98400000000004,426.616,4.632000000000005,21
"I wrote this one, and I put this up because of Einstein today.",426.64,429.552,2.9119999999999777,21
" I'm going to get choked up, because this is my first pet,and she passed away two years ago. ",429.576,433.907,4.331000000000017,21
" And I decided to break from, ""I don't really write about my public life,""because I wanted to give her a little memorial.",433.931,439.619,5.687999999999987,21
" But anyways, it's these sorts of personal stories -- You know, you read the blogs about politics or about media,and gossip and all these things. ",439.64300000000003,446.50300000000004,6.860000000000013,21
" These are out there,  but it's more of the personal that interests me,and this is who I am. ",446.527,453.126,6.5989999999999895,21
" You see Norman Rockwell, and you have art critics say,""Norman Rockwell is not art. ",453.15,457.154,4.004000000000018,21
" Norman Rockwell hangs in living rooms and bathrooms,and this is not something to be considered high art.""",457.17800000000005,463.834,6.656000000000006,21
 And I think this is one of the most important thingsto us as humans. ,463.858,468.903,5.045000000000017,21
" These things resonate with us,  and, if you think about blogs, you think of high art blogs, the history paintings about, you know, all the biblical stories,and then you have this. ",468.927,479.73800000000006,10.811000000000039,21
These are the blogs that interest me: the people that just tell stories.,479.76199999999994,483.454,3.6919999999999504,21
"One story is about this baby, and his name is Odin.",483.478,487.422,3.9440000000000173,21
His father was a blogger. ,487.446,489.62800000000004,2.1820000000000164,21
" And he was writing his blog one day,  and his wife gave birth to her baby at 25 weeks. ",489.652,496.834,7.182000000000016,21
And he never expected this. ,496.858,498.607,1.7489999999999668,21
"One day, it was normal; the next day, it was hell.",498.631,501.834,3.203000000000032,21
And this is a one-pound baby. ,501.858,503.632,1.773999999999944,21
So Odin was documented every single day. ,503.656,506.834,3.1780000000000537,21
"Pictures were taken every day: day one, day two ...",506.858,509.53,2.6719999999999686,21
 You have day nine -- they're talking about his apnea;day 39 -- he gets pneumonia. ,509.55400000000003,514.3240000000001,4.769999999999982,21
" His baby is so small,  and I've never encountered such a -- just -- a disturbing image, but just so heartfelt.",514.3480000000001,522.8340000000002,8.486000000000104,21
" And you're reading this as it happens,  so on day 55, everybody reads that he's having failures: breathing failures and heart failures, and it's slowing down, and you don't know what to expect.",523.497,535.8340000000001,12.336999999999987,21
"But then it gets better. Day 96, he goes home.",535.8580000000001,539.0699999999998,3.2119999999999886,21
And you see this post. ,539.0939999999998,541.18,2.0860000000000127,21
" That's not something you're going to see in a paper or magazine but this is something this person feels, and people are excited about it -- 28 comments.",541.2040000000001,548.617,7.413000000000012,21
" That's not a huge amount of people reading,but 28 people matter. ",548.641,552.4979999999998,3.8569999999999713,21
" And today, he is a healthy baby,  who, if you read his blog -- it's snowdeal.org, his father's blog -- ",552.5219999999998,560.6709999999998,8.149000000000001,21
" he is taking pictures of him still, because he is still his son and he is, I think, at his age level right nowbecause he had received such great treatment from the hospital.",560.6949999999998,570.612,9.91700000000003,21
"So, blogs. ",571.175,572.716,1.5410000000000537,21
So what? You've probably heard these things before.,572.74,575.2869999999998,2.5469999999999122,21
" We talked about the WELL, and about all these sorts of thingsthroughout our online history. ",575.311,580.8340000000001,5.522999999999911,21
" But I think blogs are basically just an evolution,and that's where we are today. ",580.8580000000001,586.163,5.305000000000063,21
"It's this record of who you are, your persona.",586.187,588.783,2.596000000000004,21
" You have your Google search, where you say, ""What is Mena Trott?""And then you find these things and you're happy or unhappy.",588.807,595.6419999999998,6.834999999999923,21
" But then you also find people's blogs,  and those are the records of people that are writing daily --not necessarily about the same topic, but things that interest them.",595.6659999999998,604.6999999999998,9.033999999999992,21
" And we talk about the world flattens, being in this panel, and I am very optimistic -- whenever I think about blogs,I'm like, ""We've got to reach all these people.""",604.7239999999998,613.8729999999998,9.149,21
Hundreds of millions and billions of people.,613.8969999999998,615.976,2.079000000000065,21
" We're getting into China, we want to be there,but there are so many people that won't have the access to write a blog.",616.0,621.871,5.870999999999981,21
" But to see something like the $100 computer is amazing,because blogging software is simple. ",621.895,626.706,4.811000000000036,21
" We have a successful company because of timing, and because of perseverance, but it's simple stuff --it's not rocket science. ",626.73,633.04,6.309999999999945,21
"And so, that's an amazing thing to consider.",633.064,636.064,3.0,21
 So -- the life record of a blog is something that I find incredibly important.,636.4730000000001,644.021,7.548000000000003,21
" And we started with a slide of my Teds,  and I had to add this slide,  because I knew the minute I showed this, my mom -- my mom will see this, because she does read my blog and she'll say, ""Why wasn't there a picture of me?""This is my mom. ",644.045,656.737,12.692000000000007,21
"So, I have all the people that I know of. ",656.7610000000001,659.0310000000001,2.269999999999982,21
 But this is basically the extent of the family that I knowin terms of my direct line. ,659.055,665.8889999999999,6.83400000000006,21
" I showed a Norman Rockwell painting before, and this one, I grew up with,looking at constantly. ",665.913,671.834,5.9209999999999345,21
" I would spend hours looking at the connections, saying, ""Oh, the little kid up at the top has red hair;so does that first generation up there."" ",671.8580000000001,678.834,6.975999999999999,21
And it's just these little things. ,678.8580000000001,680.5,1.6420000000000528,21
" This is not science, but this was enough for me to be really interested in how we have evolvedand how we can trace our line. ",680.5239999999999,690.132,9.607999999999947,21
So that has always influenced me. ,690.6080000000001,692.834,2.225999999999999,21
" I have this record, this 1910 census,  of another Grabowski -- that's my maiden name --and there's a Theodore, because there's always a Theodore.",693.143,702.047,8.903999999999996,21
