sentence,start,end,duration
We're starting to cover this more and more. ,441.858,443.858,2.0
" There's also neo-biological design,  where more and more we're actually using life itself and the processes of life to become part of our industry. ",443.858,450.85799999999995,6.999999999999943
"So this, for example, is hydrogen-generating algae. ",450.85799999999995,453.85799999999995,3.0
" So we have a model in potential, an emerging model that we're looking for  of how to take the cities most of us live in, and turn them into Bright Green cities. ",453.85799999999995,462.85799999999995,9.0
"But unfortunately, most of the people on the planet don't live in the cites we live in. ",462.85799999999995,467.85799999999995,5.0
They live in the emerging megacities of the developing world. ,467.85799999999995,470.85799999999995,3.0
" And there's a statistic I often like to use,  which is that we're adding a city of Seattle every four days, a city the size of Seattle to the planet every four days. ",470.85799999999995,478.85799999999995,8.0
" I was giving a talk about two months ago, and this guy, who'd done some work with the U.N., came up to me ",478.85799999999995,482.85799999999995,4.0
" and was really flustered, and he said, look, you've got that totally wrong; it's totally wrong. ",482.85799999999995,486.85799999999995,4.0
It's every seven days. ,486.85799999999995,488.85799999999995,2.0
" So, we're adding a city the size of Seattle every seven days, and most of those cities look more like this than the city that you or I live in. ",489.85799999999995,496.858,7.000000000000057
Most of those cites are growing incredibly quickly. ,496.858,499.858,3.0
" They don't have existing infrastructure;  they have enormous numbers of people who are struggling with poverty,  and enormous numbers of people are trying to figure out how to do things in new ways. ",499.858,508.858,9.0
" So what do we need in order to make developing nation  megacities into Bright Green megacities? Well, the first thing we need is, we need leapfrogging. ",508.858,518.858,9.999999999999943
And this is one of the things that we are looking for everywhere. ,518.858,521.858,3.0
" The idea behind leapfrogging is that  if you are a person, or a country, who is stuck in a situation  where you don't have the tools and technologies that you need, there's no reason for you to invest in last generation's technologies. Right? ",521.858,535.858,14.0
" That you're much better off, almost universally, looking for a low-cost or locally applicable version of the newest technology. ",535.858,542.858,7.0
One place we're all familiar with seeing this is with cell phones. Right? ,542.858,546.858,4.0
" All throughout the developing world, people are going directly to cell phones, skipping the whole landline stage. ",546.858,552.858,6.0
" If there are landlines in many developing world cities,  they're usually pretty crappy systems that break down a lot and cost enormous amounts of money. ",552.858,559.858,7.0
So I rather like this picture here. ,559.858,561.858,2.0
"I particularly like the Ganesh in the background, talking on the cell phone. ",561.858,565.858,4.0
"So what we have, increasingly, is cell phones just permeating out through society. ",565.858,569.858,4.0
" We've heard all about this here this week,  so I won't say too much more than that, other than to say what is true for cell phones is true for all sorts of technologies. ",569.858,578.858,9.0
" The second thing is tools for collaboration,  be they systems of collaboration, or intellectual property systems which encourage collaboration. Right? ",578.858,586.858,8.0
" When you have free ability for people to freely work together and innovate, you get different kinds of solutions. ",586.858,592.858,6.0
 And those solutions are accessible in a different way to people who don't have capital. Right? ,592.858,597.858,5.0
" So, you know, we have open source software, we have Creative Commons and other kinds of Copyleft solutions. ",597.858,605.858,8.0
And those things lead to things like this. ,605.858,607.858,2.0
This is a Telecentro in Sao Paulo. ,607.858,610.858,3.0
" This is a pretty remarkable program  using free and open source software, cheap, sort of hacked-together machines,  and basically sort of abandoned buildings --  has put together a bunch of community centers  where people can come in, get high-speed internet access, learn computer programming skills for free. ",610.858,627.858,17.0
And a quarter-million people every year use these now in Sao Paulo. ,628.858,631.858,3.0
And those quarter-million people are some of the poorest people in Sao Paolo. ,632.858,635.858,3.0
I particularly like the little Linux penguin in the back. (Laughter) ,635.858,638.858,3.0
So one of the things that that's leading to is a sort of southern cultural explosion. ,639.858,644.858,5.0
" And one of the things we're really, really interested in at Worldchanging  is the ways in which the south is re-identifying itself,  and re-categorizing itself in ways that have less and less to do with most of us in this room. ",644.858,657.858,13.0
"So it's not, you know, Bollywood isn't just answering Hollywood. Right? ",657.858,662.858,5.0
"You know, Brazilian music scene isn't just answering the major labels. ",662.858,665.858,3.0
It's doing something new. There's new things happening. ,665.858,668.858,3.0
"There's interplay between them. And, you know, you get amazing things. ",668.858,671.858,3.0
" Like, I don't know if any of you have seen the movie ""City of God?"" Yeah, it's a fabulous movie if you haven't seen it. ",671.858,677.858,6.0
"And it's all about this question, in a very artistic and indirect kind of way. ",677.858,680.858,3.0
 You have other radical examples where the ability to use cultural tools is spreading out. ,680.858,685.858,5.0
 These are people who have just been visited by the Internet bookmobile in Uganda. ,685.858,689.858,4.0
" And who are waving their first books in the air, which, I just think that's a pretty cool picture. You know? ",689.858,694.858,5.0
" So you also have the ability for people to start coming together  and acting on their own behalf in political and civic ways, in ways that haven't happened before. ",694.858,707.858,13.0
" And as we heard last night, as we've heard earlier this week,  are absolutely, fundamentally vital to the ability to craft new solutions, is we've got to craft new political realities. ",707.858,718.858,11.0
" And I would personally say that we have to craft new political realities,  not only in places like India, Afghanistan, Kenya, Pakistan, what have you, but here at home as well. ",718.858,729.858,11.0
Another world is possible. ,729.858,731.858,2.0
And sort of the big motto of the anti-globalization movement. Right? ,731.858,735.858,4.0
We tweak that a lot. ,735.858,737.858,2.0
We talk about how another world isn't just possible; another world's here. ,737.858,740.858,3.0
" That it's not just that we have to sort of imagine  there being a different, vague possibility out there, but we need to start acting a little bit more on that possibility. ",740.858,750.858,10.0
"We need to start doing things like Lula, President of Brazil. ",750.858,753.858,3.0
" How many people knew of Lula before today? OK, so, much, much better than the average crowd, I can tell you that. ",753.858,760.858,7.0
" So Lula, he's full of problems, full of contradictions,  but one of the things that he's doing is,  he is putting forward an idea of how we engage in international relations that  completely shifts the balance from the standard sort of north-south dialogue into a whole new way of global collaboration. ",760.858,780.858,20.0
I would keep your eye on this fellow. ,780.858,782.858,2.0
" Another example of this sort of second superpower thing is the rise of these games that are what we call ""serious play."" ",783.858,790.858,7.0
We're looking a lot at this. This is spreading everywhere. ,790.858,792.858,2.0
"This is from ""A Force More Powerful."" It's a little screenshot. ",792.858,795.858,3.0
" ""A Force More Powerful"" is a video game that,  while you're playing it, it teaches you how to engage in non-violent insurrection and regime change. (Laughter) ",795.858,802.858,7.0
"Here's another one. This is from a game called ""Food Force,"" ",802.858,805.858,3.0
which is a game that teaches children how to run a refugee camp. ,805.858,808.858,3.0
" These things are all contributing in a very dynamic way  to a huge rise in, especially in the developing world, in people's interest in and passion for democracy. ",809.858,821.858,12.0
" We get so little news about the developing world  that we often forget that there are literally  millions of people out there struggling to change things to be fairer, freer, more democratic, less corrupt. ",821.858,834.858,13.0
"And, you know, we don't hear those stories enough. ",834.858,836.858,2.0
" But it's happening all over the place, and these tools are part of what's making it possible. ",836.858,840.858,4.0
" Now when you add all those things together,  when you add together leapfrogging and new kinds of tools, you know, second superpower stuff, etc., what do you get? ",840.858,848.858,8.0
"Well, very quickly, you get a Bright Green future for the developing world. ",848.858,852.858,4.0
"You get, for example, green power spread throughout the world. ",852.858,856.858,4.0
"You get -- this is a building in Hyderabad, India. ",856.858,858.858,2.0
It's the greenest building in the world. ,858.858,860.858,2.0
" You get grassroots solutions, things that work for people who have no capital or limited access. ",860.858,864.858,4.0
You get barefoot solar engineers carrying solar panels into the remote mountains. ,864.858,868.858,4.0
You get access to distance medicine. ,868.858,870.858,2.0
 These are Indian nurses learning how to use PDAs  to access databases that have information that they don't have access to at home in a distant manner. ,870.858,878.858,8.0
You get new tools for people in the developing world. ,878.858,881.858,3.0
" These are LED lights that help the roughly billion people out there,  for whom nightfall means darkness, to have a new means of operating. ",881.858,889.858,8.0
 These are refrigerators that require no electricity; they're pot within a pot design. ,889.858,894.858,5.0
And you get water solutions. Water's one of the most pressing problems. ,894.858,897.858,3.0
 Here's a design for harvesting rainwater that's super cheap and available to people in the developing world. ,897.858,901.858,4.0
Here's a design for distilling water using sunlight. ,901.858,905.858,4.0
" Here's a fog-catcher, which, if you live in a moist, jungle-like area, will distill water from the air that's clean and drinkable. ",906.858,914.858,8.0
Here's a way of transporting water. ,914.858,916.858,2.0
" I just love this, you know -- I mean carrying water is such a drag, and somebody just came up with the idea of well, what if you rolled it. Right? ",916.858,922.858,6.0
"I mean, that's a great design. ",922.858,924.858,2.0
"This is a fabulous invention, LifeStraw. ",924.858,927.858,3.0
 Basically you can suck any water through this and it will become drinkable by the time it hits your lips. ,927.858,933.858,6.0
"So, you know, people who are in desperate straits can get this. ",933.858,936.858,3.0
This is one of my favorite Worldchanging kinds of things ever. ,936.858,939.858,3.0
" This is a merry-go-round invented by the company Roundabout, which pumps water as kids play. You know? ",939.858,946.858,7.0
"Seriously -- give that one a hand, it's pretty great. ",947.858,950.858,3.0
And the same thing is true for people who are in absolute crisis. Right? ,950.858,954.858,4.0
 We're expecting to have upwards of 200 million refugees by the year 2020 because of climate change and political instability. ,954.858,960.858,6.0
" How do we help people like that?  Well, there's all sorts of amazing new humanitarian designs that are being developed in collaborative ways all across the planet. ",960.858,967.858,7.0
" Some of those designs include models for acting, such as new models for village instruction in the middle of refugee camps. ",967.858,973.858,6.0
New models for pedagogy for the displaced. ,973.858,976.858,3.0
And we have new tools. ,976.858,978.858,2.0
This is one of my absolute favorite things anywhere. ,978.858,980.858,2.0
 Does anyone know what this is? Audience: It detects landmines. ,980.858,983.858,3.0
"Alex Steffen: Exactly, this is a landmine-detecting flower. ",983.858,986.858,3.0
" If you are living in one of the places  where the roughly half-billion unaccounted for mines are scattered, you can fling these seeds out into the field. ",987.858,995.858,8.0
" And as they grow up, they will grow up around the mines,  their roots will detect the chemicals in them, and where the flowers turn red you don't step. ",995.858,1005.858,10.0
"Yeah, so seeds that could save your life. You know? ",1007.858,1011.858,4.0
" (Applause)  I also love it because it seems to me  that the example, the tools we use to change the world, ought to be beautiful in themselves. ",1011.858,1023.858,12.0
"You know, that it's not just enough to survive. ",1023.858,1025.858,2.0
We've got to make something better than what we've got. ,1025.858,1028.858,3.0
And I think that we will. ,1029.858,1031.858,2.0
"Just to wrap up, in the immortal words of H.G. Wells, ",1032.858,1035.858,3.0
I think that better things are on the way. ,1035.858,1037.8580000000002,2.0000000000002274
"I think that, in fact, that ""all of the past is but the beginning of a beginning. ",1037.8580000000002,1041.8580000000002,4.0
" All that the human mind has accomplished is but the dream before the awakening."" ",1041.8580000000002,1045.8580000000002,4.0
I hope that that turns out to be true. ,1045.8580000000002,1048.8580000000002,3.0
The people in this room have given me more confidence than ever that it will. ,1048.8580000000002,1051.8580000000002,3.0
Thank you very much. ,1051.8580000000002,1052.8580000000002,1.0
