sentence,start,end,duration
" We were called the ""Bad News Bears,"" and our notion was  we were going to corner the snack food business in Kigali, which was not hard because there were no snacks before us. ",177.858,185.858,8.0
" And because we had a good business model, we actually did it, and I watched these women transform on a micro-level. ",186.858,191.858,5.0
" But at the same time, I started a micro-finance bank,  and tomorrow Iqbal Quadir is going to talk about Grameen,  which is the grandfather of all micro-finance banks,  which now is a worldwide movement -- you talk about a meme --  but then it was quite new, especially in an economy that was moving from barter into trade. ",191.858,209.858,18.0
We got a lot of things right. ,209.858,211.858,2.0
We focused on a business model; we insisted on skin in the game. ,211.858,214.858,3.0
" The women made their own decisions at the end of the day  as to how they would use this access to credit  to build their little businesses, earn more income so they could take care of their families better. ",214.858,224.858,10.0
" What we didn't understand, what was happening all around us,  with the confluence of fear, ethnic strife  and certainly an aid game, if you will, that was playing into  this invisible but certainly palpable movement inside Rwanda, that at that time, 30 percent of the budget was all foreign aid. ",225.858,250.858,25.0
" The genocide happened in 1994,  seven years after these women all worked together to build this dream. ",250.858,256.858,6.0
" And the good news was that the institution, the banking institution, lasted. ",256.858,260.858,4.0
"In fact, it became the largest rehabilitation lender in the country. ",260.858,263.858,3.0
" The bakery was completely wiped out,  but the lessons for me were that accountability counts --  got to build things with people on the ground,  using business models where, as Steven Levitt would say, the incentives matter. ",264.858,278.85799999999995,13.999999999999943
"Understand, however complex we may be, incentives matter. ",278.85799999999995,282.85799999999995,4.0
" So when Chris raised to me how wonderful everything  that was happening in the world,  that we were seeing a shift in zeitgeist,  on the one hand I absolutely agree with him,  and I was so thrilled to see what happened with the G8 --  that the world, because of people like Tony Blair and Bono  and Bob Geldof -- the world is talking about global poverty;  the world is talking about Africa in ways I have never seen in my life. ",282.85799999999995,307.85799999999995,25.0
It's thrilling. ,307.85799999999995,308.85799999999995,1.0
" And at the same time, what keeps me up at night  is a fear that we'll look at the victories of the G8 --  50 billion dollars in increased aid to Africa,  40 billion in reduced debt -- as the victory, as more than chapter one, as our moral absolution. ",308.85799999999995,325.858,17.000000000000057
" And in fact, what we need to do is see that as chapter one,  celebrate it, close it, and recognize that we need a chapter two that is all about execution, all about the how-to. ",325.858,335.85799999999995,9.999999999999943
" And if you remember one thing from what I want to talk about today,  it's that the only way to end poverty, to make it history,  is to build viable systems on the ground  that deliver critical and affordable goods and services to the poor, in ways that are financially sustainable and scaleable. ",336.85799999999995,353.85799999999995,17.0
"If we do that, we really can make poverty history. ",353.85799999999995,356.85799999999995,3.0
" And it was that -- that whole philosophy --  that encouraged me to start my current endeavor  called ""Acumen Fund,""  which is trying to build some mini-blueprints  for how we might do that in water, health and housing in Pakistan, India, Kenya, Tanzania and Egypt. ",356.85799999999995,373.858,17.000000000000057
" And I want to talk a little bit about that, and some of the examples, so you can see what it is that we're doing. ",373.858,380.858,7.0
 But before I do this -- and this is another one of my pet peeves -- I want to talk a little bit about who the poor are. ,380.858,385.858,5.0
" Because we too often talk about them as these  strong, huge masses of people yearning to be free, when in fact, it's quite an amazing story. ",385.858,397.85799999999995,11.999999999999943
"On a macro level, four billion people on Earth make less than four dollars a day. ",397.85799999999995,402.85799999999995,5.0
"That's who we talk about when we think about ""the poor."" ",402.85799999999995,404.85799999999995,2.0
" If you aggregate it, it's the third largest economy on Earth, and yet most of these people go invisible. ",404.85799999999995,409.85799999999995,5.0
" Where we typically work, there's people making between one and three dollars a day. ",410.85799999999995,414.85799999999995,4.0
 Who are these people? They are farmers and factory workers. ,414.85799999999995,419.85799999999995,5.0
They work in government offices. They're drivers. ,419.85799999999995,421.85799999999995,2.0
They are domestics. ,421.85799999999995,424.85799999999995,3.0
" They typically pay for critical goods and services like water,  like healthcare, like housing, and they pay 30 to 40 times  what their middleclass counterparts pay -- certainly where we work in Karachi and Nairobi. ",424.85799999999995,436.858,12.000000000000057
" The poor also are willing to make, and do make, smart decisions, if you give them that opportunity. ",437.858,443.858,6.0
"So, two examples. ",443.858,445.858,2.0
" One is in India, where there are 240 million farmers, most of whom make less than two dollars a day. ",445.858,450.85799999999995,4.999999999999943
"Where we work in Aurangabad, the land is extraordinarily parched. ",450.85799999999995,453.85799999999995,3.0
You see people on average making 60 cents to a dollar. ,454.85799999999995,457.85799999999995,3.0
This guy in pink is a social entrepreneur named Ami Tabar. ,457.85799999999995,460.85799999999995,3.0
" What he did was see what was happening in Israel, larger approaches,  and figure out how to do a drip irrigation, which is a way of bringing water directly to the plant stock. ",461.85799999999995,471.85799999999995,10.0
" But previously it's only been created for large-scale farms, so Ami Tabar took this and modularized it down to an eighth of an acre. ",472.85799999999995,480.85799999999995,8.0
 A couple of principles: build small. ,480.85799999999995,484.85799999999995,4.0
Make it infinitely expandable and affordable to the poor. ,484.85799999999995,486.85799999999995,2.0
" This family, Sarita and her husband, bought a 15-dollar unit  when they were living in a -- literally a three-walled lean-to with a corrugated iron roof. ",486.85799999999995,496.858,10.000000000000057
" After one harvest, they had increased their income enough to buy a second system to do their full quarter-acre. ",497.858,504.858,7.0
"A couple of years later, I meet them. ",504.858,506.858,2.0
" They now make four dollars a day, which is pretty much middle class for India,  and they showed me the concrete foundation they had just laid to build their house. ",506.858,515.858,8.999999999999943
"And I swear, you could see the future in that woman's eyes. ",515.858,518.858,3.0
Something I truly believe. ,518.858,520.858,2.0
" You can't talk about poverty today without talking about malaria bed nets,  and I again give Jeffrey Sachs of Harvard  huge kudos for bringing to the world this notion of his rage -- for five dollars you can save a life. ",520.858,533.858,13.0
Malaria is a disease that kills one to three million people a year. ,533.858,537.858,4.0
300 to 500 million cases are reported. ,537.858,539.858,2.0
 It's estimated that Africa loses about 13 billion dollars a year to the disease. ,539.858,543.858,4.0
Five dollars can save a life. ,543.858,545.858,2.0
" We can send people to the moon; we can see if there's life on Mars --  why can't we get five-dollar nets to 500 million people?  The question, though, is not ""Why can't we?""  The question is how can we help Africans do this for themselves? A lot of hurdles. ",545.858,561.858,16.0
One: production is too low. Two: price is too high. ,561.858,564.858,3.0
Three: this is a good road in -- right near where our factory is located. ,564.858,569.858,5.0
"Distribution is a nightmare, but not impossible. ",569.858,572.858,3.0
" We started by making a 350,000-dollar loan  to the largest traditional bed net manufacturer in Africa  so that they could transfer technology from Japan and build these long-lasting, five-year nets. ",572.858,585.858,13.0
Here are just some pictures of the factory. ,585.858,587.858,2.0
" Today, three years later, the company has employed another thousand women. ",587.858,592.858,5.0
"It contributes about 600,000 dollars in wages to the economy of Tanzania. ",593.858,598.858,5.0
It's the largest company in Tanzania. ,598.858,600.858,2.0
"The throughput rate right now is 1.5 million nets, ",600.858,603.858,3.0
three million by the end of the year. ,603.858,605.858,2.0
We hope to have seven million at the end of next year. ,605.858,607.858,2.0
So the production side is working. ,608.858,610.858,2.0
" On the distribution side, though, as a world, we have a lot of work to do. ",610.858,613.858,3.0
"Right now, 95 percent of these nets are being bought by the U.N., ",613.858,617.858,4.0
and then given primarily to people around Africa. ,617.858,621.858,4.0
 We're looking at building on some of the most precious resources of Africa: people. ,621.858,626.858,5.0
Their women. ,626.858,628.858,2.0
" And so I want you to meet Jacqueline, my namesake, 21 years old. ",628.858,632.858,4.0
" If she were born anywhere else but Tanzania, I'm telling you, she could run Wall Street. ",632.858,636.858,4.0
" She runs two of the lines, and has already saved enough money to put a down payment on her house. ",636.858,642.858,6.0
" She makes about two dollars a day, is creating an education fund,  and told me she is not marrying nor having children until these things are completed. ",642.858,652.858,10.0
" And so, when I told her about our idea --  that maybe we could take a Tupperware model from the United States,  and find a way for the women themselves to go out  and sell these nets to others --  she quickly started calculating what she herself could make and signed up. ",652.858,667.858,15.0
" We took a lesson from IDEO, one of our favorite companies,  and quickly did a prototyping on this, and took Jacqueline into the area where she lives. ",667.858,677.858,10.0
" She brought 10 of the women with whom she interacts  together to see if she could sell these nets, five dollars apiece,  despite the fact that people say nobody will buy one, and we learned a lot about how you sell things. ",677.858,689.858,12.0
" Not coming in with our own notions, because she didn't even talk about malaria until the very end. ",689.858,693.858,4.0
"First, she talked about comfort, status, beauty. ",693.858,696.858,3.0
"These nets, she said, you put them on the floor, bugs leave your house. ",696.858,699.858,3.0
 Children can sleep through the night; the house looks beautiful; you hang them in the window. ,699.858,703.858,4.0
" And we've started making curtains,  and not only is it beautiful, but people can see status -- that you care about your children. ",703.858,710.858,7.0
Only then did she talk about saving your children's lives. ,710.858,714.858,4.0
 A lot of lessons to be learned in terms of how we sell goods and services to the poor. ,715.858,721.858,6.0
 I want to end just by saying that there's enormous opportunity to make poverty history. ,722.858,729.858,7.0
" To do it right, we have to build business models that matter,  that are scaleable and that work with Africans, Indians,  people all over the developing world who fit in this category, to do it themselves. ",729.858,741.858,12.0
"Because at the end of the day, it's about engagement. ",741.858,744.858,3.0
" It's about understanding that people really don't want handouts,  that they want to make their own decisions;  they want to solve their own problems;  and that by engaging with them,  not only do we create much more dignity for them, but for us as well. ",744.858,758.858,14.0
" And so I urge all of you to think next time  as to how to engage with this notion and this opportunity  that we all have -- to make poverty history --  by really becoming part of the process  and moving away from an us-and-them world,  and realizing that it's about all of us, and the kind of world that we, together, want to live in and share. ",758.858,777.858,19.0
Thank you. ,777.858,778.858,1.0
