sentence,start,end,duration
" So I started that, and worked in his lab for a year,  and found the results that I guess you'd expect to find when you feed fruit flies heavy metals -- that it really, really impaired the nervous system. ",228.858,242.858,14.0
The spinal cord had breaks. The neurons were crossing in every which way. ,242.858,246.858,4.0
"And from then I wanted to look not at impairment, but at prevention of impairment. ",246.858,251.858,5.0
So that's what led me to Alzheimer's. I started reading about Alzheimer's ,251.858,257.858,6.0
" and tried to familiarize myself with the research,  and at the same time when I was in the --  I was reading in the medical library one day, and I read this article about something called ""purine derivatives."" ",257.858,267.858,10.0
And they seemed to have cell growth-promoting properties. ,267.858,272.85799999999995,4.999999999999943
" And being naive about the whole field, I kind of thought,  ""Oh, you have cell death in Alzheimer's  which is causing the memory deficit, and then you have this compound -- purine derivatives -- that are promoting cell growth."" ",272.85799999999995,284.85799999999995,12.0
" And so I thought, ""Maybe if it can promote cell growth, it can inhibit cell death, too."" ",284.85799999999995,289.85799999999995,5.0
" And so that's the project that I pursued for that year,  and it's continuing now as well,  and found that a specific purine derivative called ""guanidine"" had inhibited the cell growth by approximately 60 percent. ",289.85799999999995,303.85799999999995,14.0
" So I presented those results at the International Science Fair, which was just one of the most amazing experiences of my life. ",303.85799999999995,311.85799999999995,8.0
" And there I was awarded ""Best in the World in Medicine,"" which allowed me to get in, or at least get a foot in the door of the big medical world. ",311.85799999999995,321.858,10.000000000000057
" And from then on, since I was now in this huge exciting world, I wanted to explore it all. I wanted it all at once, but knew I couldn't really get that. ",321.858,332.85799999999995,10.999999999999943
"And I stumbled across something called ""cancer stem cells."" ",332.85799999999995,334.85799999999995,2.0
And this is really what I want to talk to you about today -- about cancer. ,334.85799999999995,338.85799999999995,4.0
" At first when I heard of cancer stem cells, I didn't really know how to put the two together. I'd heard of stem cells, ",338.85799999999995,346.85799999999995,8.0
" and I'd heard of them as the panacea of the future -- the therapy of many diseases to come in the future, perhaps. ",346.85799999999995,352.85799999999995,6.0
" But I'd heard of cancer as the most feared disease of our time,  so how did the good and bad go together? Last summer I worked at Stanford University, doing some research on cancer stem cells. ",352.85799999999995,366.85799999999995,14.0
" And while I was doing this, I was reading the cancer literature, trying to -- again -- familiarize myself with this new medical field. ",366.85799999999995,374.858,8.000000000000057
And it seemed that tumors actually begin from a stem cell. ,374.858,382.858,8.0
"This fascinated me. The more I read, the more I looked at cancer differently ",382.858,389.85799999999995,6.999999999999943
and almost became less fearful of it. ,389.85799999999995,391.85799999999995,2.0
It seems that cancer is a direct result to injury. ,392.85799999999995,397.85799999999995,5.0
"If you smoke, you damage your lung tissue, and then lung cancer arises. ",397.85799999999995,402.85799999999995,5.0
"If you drink, you damage your liver, and then liver cancer occurs. ",402.85799999999995,407.85799999999995,5.0
" And it was really interesting -- there were articles correlating if you have a bone fracture, and then bone cancer arises. ",407.85799999999995,413.85799999999995,6.0
 Because what stem cells are -- they're these  phenomenal cells that really have the ability to differentiate into any type of tissue. ,413.85799999999995,423.85799999999995,10.0
" So, if the body is sensing that you have damage to an organ and then it's initiating cancer, it's almost as if this is a repair response. ",423.85799999999995,433.858,10.000000000000057
" And the cancer, the body is saying the lung tissue is damaged, we need to repair the lung. And cancer is originating in the lung ",433.858,442.858,9.0
 trying to repair -- because you have this excessive proliferation of these remarkable cells that really have the potential to become lung tissue. ,442.858,451.85799999999995,8.999999999999943
" But it's almost as if the body has originated this ingenious response, but can't quite control it. ",451.85799999999995,457.85799999999995,6.0
It hasn't yet become fine-tuned enough to finish what has been initiated. ,457.85799999999995,462.85799999999995,5.0
"So this really, really fascinated me. ",462.85799999999995,465.85799999999995,3.0
 And I really think that we can't think about cancer -- let alone any disease -- in such black-and-white terms. ,465.85799999999995,473.85799999999995,8.0
" If we eliminate cancer the way we're trying to do now, with chemotherapy and radiation, we're bombarding the body or the cancer with toxins, or with radiation, trying to kill it. ",473.85799999999995,484.85799999999995,11.0
It's almost as if we're getting back to this starting point. ,484.85799999999995,487.85799999999995,3.0
" We're removing the cancer cells, but we're revealing the previous damage that the body has tried to fix. ",487.85799999999995,494.858,7.000000000000057
" Shouldn't we think about manipulation, rather than elimination?  If somehow we can cause these cells to differentiate --  to become bone tissue, lung tissue, liver tissue,  whatever that cancer has been put there to do -- it would be a repair process. We'd end up better than we were before cancer. ",494.858,518.858,23.999999999999943
"So, this really changed my view of looking at cancer. ",518.858,522.858,4.0
" And while I was reading all these articles about cancer,  it seemed that the articles -- a lot of them -- focused on, you know,  the genetics of breast cancer, and the genesis  and the progression of breast cancer -- tracking the cancer through the body, tracing where it is, where it goes. ",522.858,539.858,17.0
" But it struck me that I'd never heard of cancer of the heart, or cancer of any skeletal muscle for that matter. ",539.858,547.858,8.0
" And skeletal muscle constitutes 50 percent of our body, or over 50 percent of our body. And so at first I kind of thought, ",547.858,556.858,9.0
" ""Well, maybe there's some obvious explanation why skeletal muscle doesn't get cancer -- at least not that I know of."" ",556.858,562.858,6.0
" So, I looked further into it, found as many articles as I could, and it was amazing -- because it turned out that it was very rare. ",562.858,571.858,9.0
" Some articles even went as far as to say that skeletal muscle tissue  is resistant to cancer, and furthermore, not only to cancer, but of metastases going to skeletal muscle. ",571.858,584.858,13.0
 And what metastases are is when the tumor --  when a piece -- breaks off and travels through the blood stream and goes to a different organ. That's what a metastasis is. ,584.858,594.858,10.0
It's the part of cancer that is the most dangerous. ,594.858,597.858,3.0
" If cancer was localized, we could likely remove it, or somehow -- you know, it's contained. It's very contained. ",597.858,604.858,7.0
"But once it starts moving throughout the body, that's when it becomes deadly. ",604.858,607.858,3.0
" So the fact that not only did cancer not seem to originate in skeletal muscles,  but cancer didn't seem to go to skeletal muscle -- there seemed to be something here. ",607.858,617.858,10.0
" So these articles were saying, you know, ""Skeletal -- metastasis to skeletal muscle -- is very rare."" ",617.858,622.858,5.0
But it was left at that. No one seemed to be asking why. ,622.858,626.858,4.0
So I decided to ask why. At first -- the first thing I did ,626.858,633.858,7.0
" was I emailed some professors who  specialized in skeletal muscle physiology, and pretty much said, ""Hey, it seems like cancer doesn't really go to skeletal muscle. ",633.858,644.858,11.0
" Is there a reason for this?"" And a lot of the replies I got were that muscle is terminally differentiated tissue. ",644.858,652.858,8.0
" Meaning that you have muscle cells, but they're not dividing, so it doesn't seem like a good target for cancer to hijack. ",652.858,659.858,7.0
" But then again, this fact that the metastases didn't go to skeletal muscle made that seem unlikely. ",659.858,666.858,7.0
" And furthermore, that nervous tissue -- brain -- gets cancer, and brain cells are also terminally differentiated. ",666.858,674.858,8.0
"So I decided to ask why. And here's some of, I guess, my hypotheses ",674.858,680.858,6.0
that I'll be starting to investigate this May at the Sylvester Cancer Institute in Miami. ,680.858,689.858,9.0
And I guess I'll keep investigating until I get the answers. ,689.858,694.858,5.0
" But I know that in science, once you get the answers, inevitably you're going to have more questions. ",694.858,699.858,5.0
So I guess you could say that I'll probably be doing this for the rest of my life. ,699.858,704.858,5.0
" Some of my hypotheses are that  when you first think about skeletal muscle, there's a lot of blood vessels going to skeletal muscle. ",704.858,713.858,9.0
 And the first thing that makes me think is that blood vessels are like highways for the tumor cells. ,713.858,720.858,7.0
Tumor cells can travel through the blood vessels. ,720.858,722.858,2.0
" And you think, the more highways there are in a tissue, the more likely it is to get cancer or to get metastases. ",722.858,730.858,8.0
" So first of all I thought, you know, ""Wouldn't it be favorable  to cancer getting to skeletal muscle?"" And as well,  cancer tumors require a process called angiogenesis,  which is really, the tumor recruits the blood vessels to itself to supply itself with nutrients so it can grow. ",730.858,748.858,18.0
"Without angiogenesis, the tumor remains the size of a pinpoint and it's not harmful. ",748.858,755.858,7.0
So angiogenesis is really a central process to the pathogenesis of cancer. ,755.858,761.858,6.0
" And one article that really stood out to me  when I was just reading about this, trying to figure out why cancer doesn't go to skeletal  muscle, was that it had reported 16 percent of micro-metastases to skeletal muscle upon autopsy. ",761.858,777.858,16.0
" 16 percent! Meaning that there were these pinpoint tumors in skeletal muscle, but only .16 percent of actual metastases -- ",777.858,787.858,10.0
" suggesting that maybe skeletal muscle is able to control the angiogenesis, is able to control the tumors recruiting these blood vessels. ",787.858,798.858,11.0
We use skeletal muscles so much. It's the one portion of our body -- ,798.858,803.858,5.0
our heart's always beating. We're always moving our muscles. ,803.858,806.858,3.0
" Is it possible that muscle somehow intuitively knows  that it needs this blood supply? It needs to be constantly contracting, so therefore it's almost selfish. It's grabbing its blood vessels for itself. ",806.858,817.858,11.0
" Therefore, when a tumor comes into skeletal muscle tissue, it can't get a blood supply, and can't grow. ",817.858,824.858,7.0
" So this suggests that maybe if there is an anti-angiogenic factor  in skeletal muscle -- or perhaps even more,  an angiogenic routing factor, so it can actually direct where the blood vessels grow -- this could be a potential future therapy for cancer. ",824.858,840.858,16.0
" And another thing that's really interesting is that  there's this whole -- the way tumors move throughout the body, it's a very complex system -- and there's something called the chemokine network. ",840.858,853.858,13.0
" And chemokines are essentially chemical attractants, and they're the stop and go signals for cancer. ",853.858,860.858,7.0
" So a tumor expresses chemokine receptors,  and another organ -- a distant organ somewhere in the body --  will have the corresponding chemokines, and the tumor will see these chemokines and migrate towards it. ",860.858,874.858,14.0
" Is it possible that skeletal muscle doesn't express this type of molecules?  And the other really interesting thing is that  when skeletal muscle -- there's been several reports that when skeletal muscle is injured, that's what correlates with metastases going to skeletal muscle. ",874.858,893.858,19.0
" And, furthermore, when skeletal muscle is injured,  that's what causes chemokines -- these signals saying,  ""Cancer, you can come to me,"" the ""go signs"" for the tumors -- it causes them to highly express these chemokines. ",893.858,908.858,15.0
"So, there's so much interplay here. ",908.858,915.858,7.0
" I mean, there are so many possibilities for why tumors don't go to skeletal muscle. ",915.858,920.858,5.0
" But it seems like by investigating, by attacking cancer,  by searching where cancer is not, there has got to be something -- there's got to be something -- that's making this tissue resistant to tumors. ",920.858,934.858,14.0
" And can we utilize -- can we take this property,  this compound, this receptor, whatever it is that's controlling these  anti-tumor properties and apply it to cancer therapy in general?  Now, one thing that kind of ties the resistance of skeletal muscle to cancer --  to the cancer as a repair response gone out of control in the body -- is that skeletal muscle has a factor in it called ""MyoD."" ",934.858,969.858,35.0
" And what MyoD essentially does is, it causes cells to differentiate into muscle cells. So this compound, MyoD, ",969.858,979.858,10.0
 has been tested on a lot of different cell types and been shown to actually convert this variety of cell types into skeletal muscle cells. ,979.858,987.858,8.0
" So, is it possible that the tumor cells are going to the skeletal muscle tissue,  but once in contact inside the skeletal muscle tissue,  MyoD acts upon these tumor cells and causes them  to become skeletal muscle cells?  Maybe tumor cells are being disguised as skeletal muscle cells, and this is why it seems as if it is so rare. ",987.858,1013.858,26.0
It's not harmful; it has just repaired the muscle. ,1013.858,1016.858,3.0
Muscle is constantly being used -- constantly being damaged. ,1016.858,1019.858,3.0
" If every time we tore a muscle  or every time we stretched a muscle or moved in a wrong way, cancer occurred -- I mean, everybody would have cancer almost. ",1019.858,1032.858,13.0
"And I hate to say that. But it seems as though muscle cell, ",1032.858,1036.858,4.0
" possibly because of all its use, has adapted  faster than other body tissues to respond to injury,  to fine-tune this repair response and actually be able to finish the process which the body wants to finish. I really believe that the human body is very, ",1036.858,1053.8580000000002,17.000000000000227
"very smart, and we can't counteract something the body is saying to do. ",1053.8580000000002,1059.8580000000002,6.0
 It's different when a bacteria comes into the body -- that's a foreign object -- we want that out. ,1059.8580000000002,1066.8580000000002,7.0
" But when the body is actually initiating a process  and we're calling it a disease, it doesn't seem as though elimination is the right solution. So even to go from there, it's possible, although far-fetched, ",1066.8580000000002,1080.8580000000002,14.0
that in the future we could almost think of cancer being used as a therapy. ,1080.8580000000002,1087.8580000000002,7.0
" If those diseases where tissues are deteriorating --  for example Alzheimer's, where the brain, the brain cells, die  and we need to restore new brain cells, new functional brain cells --  what if we could, in the future, use cancer? A tumor --  put it in the brain and cause it to differentiate into brain cells? That's a very far-fetched idea, but I really believe that it may be possible. ",1087.8580000000002,1114.8580000000002,27.0
" These cells are so versatile, these cancer cells are so versatile -- we just have to manipulate them in the right way. ",1114.8580000000002,1121.8580000000002,7.0
" And again, some of these may be far-fetched, but  I figured if there's anywhere to present far-fetched ideas, it's here at TED, so thank you very much. ",1121.8580000000002,1132.8580000000002,11.0
