sentence,start,end,duration
" And the snail's wired to a stick, so he's a little bit easier to set up the shot. And -- yeah. ",229.858,234.858,5.0
 (Laughter) I hope there aren't any snail rights activists around here. ,234.858,239.858,5.0
" (Laughter)  So this was filmed at 5,000 frames per second, and I'm playing it back at 15. And so this is slowed down 333 times. ",239.858,251.858,12.0
" And as you'll notice, it's still pretty gosh darn fast slowed down 333 times. It's an incredibly powerful movement. ",251.858,258.858,7.0
The whole limb extends out. The body flexes backwards -- ,258.858,261.858,3.0
just a spectacular movement. ,261.858,264.858,3.0
" And so what we did is, we took a look at these videos,  and we measured how fast the limb was moving to get back to that original question. ",264.858,270.85799999999995,5.999999999999943
And we were in for our first surprise. ,270.85799999999995,273.85799999999995,3.0
 So what we calculated was that the limbs were moving  at the peak speed ranging from 10 meters per second all the way up to 23 meters per second. ,273.85799999999995,280.85799999999995,7.0
" And for those of you who prefer miles per hour, that's over 45 miles per hour in water. And this is really darn fast. ",280.85799999999995,287.85799999999995,7.0
" In fact, it's so fast we were able to add a new point on the extreme animal movement spectrum. ",287.85799999999995,294.85799999999995,7.0
 And mantis shrimp are officially the fastest measured feeding strike of any animal system. So our first surprise. ,294.85799999999995,301.85799999999995,7.0
 (Applause) So that was really cool and very unexpected. ,301.85799999999995,305.85799999999995,4.0
" So, you might be wondering, well, how do they do it?  And actually, this work was done in the 1960s by a famous biologist named Malcolm Burrows. ",305.85799999999995,313.858,8.000000000000057
" And what he showed in mantis shrimp is that they use what's called a ""catch mechanism,"" or ""click mechanism."" ",313.858,319.858,6.0
" And what this basically consists of is a large muscle  that takes a good long time to contract, and a latch that prevents anything from moving. ",319.858,328.858,9.0
"So the muscle contracts, and nothing happens. ",328.858,330.85799999999995,1.9999999999999432
" And once the muscle's contracted completely, everything's stored up -- the latch flies upward, and you've got the movement. ",330.85799999999995,337.85799999999995,7.0
"And that's basically what's called a ""power amplification system."" ",337.85799999999995,340.85799999999995,3.0
" It takes a long time for the muscle to contract, and a very short time for the limb to fly out. ",340.85799999999995,344.85799999999995,4.0
And so I thought that this was sort of the end of the story. ,344.85799999999995,347.85799999999995,3.0
This was how mantis shrimps make these very fast strikes. ,347.85799999999995,351.85799999999995,4.0
But then I took a trip to the National Museum of Natural History. ,351.85799999999995,355.85799999999995,4.0
" And if any of you ever have a chance,  backstage of the National Museum of Natural History is one of the world's best collections of preserved mantis shrimp. And what -- ",355.85799999999995,363.85799999999995,8.0
 (Laughter) this is serious business for me. ,363.85799999999995,366.85799999999995,3.0
" (Laughter)  So, this -- what I saw, on every single mantis shrimp limb,  whether it's a spearer or a smasher,  is a beautiful saddle-shaped structure right on the top surface of the limb. And you can see it right here. ",366.85799999999995,380.858,14.000000000000057
It just looks like a saddle you'd put on a horse. ,380.858,382.858,2.0
It's a very beautiful structure. ,382.858,384.858,2.0
And it's surrounded by membranous areas. And those membranous areas ,384.858,389.85799999999995,4.999999999999943
suggested to me that maybe this is some kind of dynamically flexible structure. ,389.85799999999995,393.85799999999995,4.0
And this really sort of had me scratching my head for a while. ,393.85799999999995,396.85799999999995,3.0
" And then we did a series of calculations, and what we were able to show is that these mantis shrimp have to have a spring. ",396.85799999999995,404.85799999999995,8.0
" There needs to be some kind of spring-loaded mechanism  in order to generate the amount of force that we observe, and the speed that we observe, and the output of the system. ",404.85799999999995,412.85799999999995,8.0
" So we thought, OK, this must be a spring -- the saddle could very well be a spring. ",412.85799999999995,417.85799999999995,5.0
" And we went back to those high-speed videos again, and we could actually visualize the saddle compressing and extending. ",417.85799999999995,425.85799999999995,8.0
And I'll just do that one more time. ,425.85799999999995,428.85799999999995,3.0
 And then if you take a look at the video -- it's a little bit hard to see -- it's outlined in yellow. ,428.85799999999995,432.85799999999995,4.0
The saddle is outlined in yellow. You can actually see it ,432.85799999999995,434.858,2.000000000000057
"extending over the course of the strike, and actually hyperextending. ",434.858,438.858,4.0
" So, we've had very solid evidence showing  that that saddle-shaped structure actually compresses and extends, and does, in fact, function as a spring. ",438.858,446.858,8.0
" The saddle-shaped structure is also known as a ""hyperbolic paraboloid surface,"" or an ""anticlastic surface."" ",446.858,453.85799999999995,6.999999999999943
" And this is very well known to engineers and architects, because it's a very strong surface in compression. ",453.85799999999995,458.85799999999995,5.0
" It has curves in two directions,  one curve upward and opposite transverse curve down the other,  so any kind of perturbation spreads the forces over the surface of this type of shape. ",458.85799999999995,469.85799999999995,11.0
"So it's very well known to engineers, not as well known to biologists. ",469.85799999999995,473.85799999999995,4.0
" It's also known to quite a few people who make jewelry,  because it requires very little material to build this type of surface, and it's very strong. ",473.85799999999995,483.85799999999995,10.0
" So if you're going to build a thin gold structure, it's very nice to have it in a shape that's strong. ",483.85799999999995,487.85799999999995,4.0
"Now, it's also known to architects. One of the most famous architects ",487.85799999999995,492.85799999999995,5.0
"is Eduardo Catalano, who popularized this structure. ",492.85799999999995,495.858,3.000000000000057
 And what's shown here is a saddle-shaped roof that he built that's 87 and a half feet spanwise. ,495.858,502.858,7.0
"It's two and a half inches thick, and supported at two points. ",502.858,505.858,3.0
 And one of the reasons why he designed roofs this way is because it's --  he found it fascinating that you could build such a strong structure that's made of so few materials and can be supported by so few points. ,505.858,518.858,12.999999999999943
 And all of these are the same principles that apply to the saddle-shaped spring in stomatopods. ,518.858,524.858,6.0
 In biological systems it's important not to have a whole lot of extra material requirements for building it. ,524.858,530.858,6.0
" So, very interesting parallels between the biological and the engineering worlds. And interestingly, this turns out -- ",530.858,537.858,7.0
 the stomatopod saddle turns out to be the first described biological hyperbolic paraboloid spring. ,537.858,542.858,5.0
"That's a bit long, but it is sort of interesting. ",542.858,545.858,3.0
" So the next and final question was, well, how much force  does a mantis shrimp produce if they're able to break open snails? And so I wired up what's called a load cell. ",545.858,554.858,9.0
" A load cell measures forces, and this is actually a piezoelectronic load cell that has a little crystal in it. ",554.858,559.858,5.0
" And when this crystal is squeezed, the electrical properties change and it -- which -- in proportion to the forces that go in. ",559.858,565.858,6.0
" So these animals are wonderfully aggressive, and are really hungry all the time. And so all I had to do ",565.858,571.858,6.0
" was actually put a little shrimp paste on the front of the load cell, and they'd smash away at it. ",571.858,576.858,5.0
 And so this is just a regular video of the animal just smashing the heck out of this load cell. ,576.858,583.858,7.0
And we were able to get some force measurements out. ,583.858,586.858,3.0
"And again, we were in for a surprise. ",586.858,588.858,2.0
" I purchased a 100-pound load cell, thinking, no animal could produce more than 100 pounds at this size of an animal. ",588.858,594.858,6.0
And what do you know? They immediately overloaded the load cell. ,594.858,596.858,2.0
" So these are actually some old data  where I had to find the smallest animals in the lab,  and we were able to measure forces of well over 100 pounds generated by an animal about this big. ",596.858,606.858,10.0
" And actually, just last week I got a 300-pound load cell  up and running, and I've clocked these animals generating well over 200 pounds of force. ",606.858,613.858,7.0
"And again, I think this will be a world record. ",613.858,616.858,3.0
" I have to do a little bit more background reading,  but I think this will be the largest amount of force produced by an animal of a given -- per body mass. So, really incredible forces. ",616.858,626.858,10.0
" And again, that brings us back to the importance of that spring in storing up and releasing so much energy in this system. ",626.858,633.858,7.0
But that was not the end of the story. ,633.858,635.858,2.0
"Now, things -- I'm making this sound very easy, this is actually a lot of work. ",635.858,638.858,3.0
" And I got all these force measurements, and then I went and looked at the force output of the system. ",638.858,644.858,6.0
 And this is just very simple -- time is on the X-axis and the force is on the Y-axis. And you can see two peaks. ,644.858,650.858,6.0
And that was what really got me puzzled. ,650.858,654.858,4.0
"The first peak, obviously, is the limb hitting the load cell. ",654.858,657.858,3.0
" But there's a really large second peak half a millisecond later, and I didn't know what that was. ",657.858,665.858,8.0
" So now, you'd expect a second peak for other reasons, but not half a millisecond later. ",665.858,670.858,5.0
" Again, going back to those high-speed videos, there's a pretty good hint of what might be going on. ",670.858,676.858,6.0
Here's that same orientation that we saw earlier. ,676.858,678.858,2.0
" There's that raptorial appendage -- there's the heel, and it's going to swing around and hit the load cell. ",678.858,684.858,6.0
" And what I'd like you to do in this shot is keep your eye on this, on the surface of the load cell, as the limb comes flying through. ",684.858,692.858,8.0
And I hope what you are able to see is actually a flash of light. ,692.858,697.858,5.0
Audience: Wow. ,697.858,699.858,2.0
" Sheila Patek: And so if we just take that one frame, what you can actually see there at the end of that yellow arrow is a vapor bubble. ",699.858,706.858,7.0
"And what that is, is cavitation. ",706.858,708.858,2.0
 And cavitation is an extremely potent fluid dynamic phenomenon  which occurs when you have areas of water moving at extremely different speeds. ,708.858,717.858,9.0
" And when this happens, it can cause areas of very low pressure, which results in the water literally vaporizing. ",717.858,724.858,7.0
" And when that vapor bubble collapses, it emits sound, light and heat, and it's a very destructive process. ",724.858,730.858,6.0
"And so here it is in the stomatopod. And again, this is a situation ",730.858,735.858,5.0
" where engineers are very familiar with this phenomenon, because it destroys boat propellers. ",735.858,740.858,5.0
" People have been struggling for years to try and design  a very fast rotating boat propeller that doesn't cavitate  and literally wear away the metal and put holes in it, just like these pictures show. ",740.858,751.858,11.0
" So this is a potent force in fluid systems, and just to sort of take it one step further, I'm going to show you the mantis shrimp approaching the snail. ",751.858,763.858,12.0
" This is taken at 20,000 frames per second, and I have to give  full credit to the BBC cameraman, Tim Green, for setting this shot up,  because I could never have done this in a million years -- one of the benefits of working with professional cameramen. ",763.858,777.858,14.0
" You can see it coming in, and an incredible flash of light, and all this cavitation spreading over the surface of the snail. ",777.858,785.858,8.0
" So really, just an amazing image, slowed down extremely, to extremely slow speeds. ",785.858,792.858,7.0
" And again, we can see it in slightly different form there, with the bubble forming and collapsing between those two surfaces. ",792.858,799.858,7.0
"In fact, you might have even seen some cavitation going up the edge of the limb. ",799.858,804.858,5.0
" So to solve this quandary of the two force peaks:  what I think was going on is: that first impact is actually  the limb hitting the load cell, and the second impact is actually the collapse of the cavitation bubble. ",804.858,814.858,10.0
" And these animals may very well be making use of  not only the force and the energy stored with that specialized spring, but the extremes of the fluid dynamics. And they might actually be ",814.858,825.858,11.0
making use of fluid dynamics as a second force for breaking the snail. ,825.858,829.858,4.0
"So, really fascinating double whammy, so to speak, from these animals. ",829.858,835.858,6.0
" So, one question I often get after this talk --  so I figured I'd answer it now -- is, well, what happens to the animal?  Because obviously, if it's breaking snails, the poor limb must be disintegrating. And indeed it does. ",835.858,846.858,11.0
" That's the smashing part of the heel on both these images, and it gets worn away. In fact, I've seen them wear away ",846.858,851.858,5.0
their heel all the way to the flesh. ,851.858,853.858,2.0
 But one of the convenient things about being an arthropod is that you have to molt. And every three months or so ,853.858,859.858,6.0
"these animals molt, and they build a new limb and it's no problem. ",859.858,864.858,5.0
"Very, very convenient solution to that particular problem. ",864.858,868.858,4.0
"So, I'd like to end on sort of a wacky note. ",868.858,873.858,5.0
" (Laughter) Maybe this is all wacky to folks like you, I don't know. ",873.858,880.858,7.0
" (Laughter)  So, the saddles -- that saddle-shaped spring --  has actually been well known to biologists for a long time, not as a spring but as a visual signal. ",880.858,892.858,12.0
 And there's actually a spectacular colored dot in the center of the saddles of many species of stomatopods. ,892.858,900.858,8.0
" And this is quite interesting, to find evolutionary origins of visual signals on what's really, in all species, their spring. ",900.858,909.858,9.0
 And I think one explanation for this could be going back to the molting phenomenon. ,909.858,913.858,4.0
 So these animals go into a molting period where they're unable to strike -- their bodies become very soft. ,913.858,919.858,6.0
And they're literally unable to strike or they will self-destruct. ,919.858,922.858,3.0
"This is for real. And what they do is, up until that time period ",922.858,929.858,7.0
" when they can't strike, they become really obnoxious and awful, and they strike everything in sight; it doesn't matter who or what. ",929.858,936.858,7.0
" And the second they get into that time point when they can't strike any more, they just signal. They wave their legs around. ",936.858,943.858,7.0
And it's one of the classic examples in animal behavior of bluffing. ,943.858,947.858,4.0
" It's a well-established fact of these animals that they actually bluff. They can't actually strike, but they pretend to. ",947.858,953.858,6.0
" And so I'm very curious about whether those colored dots  in the center of the saddles are conveying some kind of information  about their ability to strike, or their strike force, and something about the time period in the molting cycle. ",953.858,965.858,12.0
 So sort of an interesting strange fact to find a visual structure right in the middle of their spring. ,965.858,973.858,8.0
" So to conclude, I mostly want to acknowledge my two collaborators, Wyatt Korff and Roy Caldwell, who worked closely with me on this. ",973.858,981.858,8.0
" And also the Miller Institute for Basic Research in Science,  which gave me three years of funding to just do science all the time, and for that I'm very grateful. Thank you very much. ",981.858,991.858,10.0
