sentence,start,end,duration
" Talk very briefly about innovation cycles, things that grow, have a lot of activity; they die out when they're replaced by something else. ",407.85799999999995,416.85799999999995,9.0
These things tend to happen every 25 years. ,416.85799999999995,419.85799999999995,3.0
"40 years long, with an overlap. You can put that statement ",419.85799999999995,423.85799999999995,4.0
on all kinds of different technologies. The interesting thing -- ,423.85799999999995,426.85799999999995,3.0
" by the way, the speed here, excuse me, higher-speed travel is the title of these innovation cycles. There is none here. ",426.85799999999995,435.858,9.000000000000057
These two new airplanes are the same speed as the DC8 that was done in 1958. ,435.858,443.858,8.0
" Here's the biggie, and that is, you don't have innovation cycles if the government develops and the government uses it. ",443.858,449.85799999999995,5.999999999999943
"You know, a good example, of course, is the DARPA net. ",449.85799999999995,453.85799999999995,4.0
"Computers were used for artillery first, then IRS. ",453.85799999999995,456.85799999999995,3.0
" But when we got it, now you have all the level of activity, all the benefit from it. Private sector has to do it. ",456.85799999999995,463.85799999999995,7.0
Keep that in mind. I put down innovation -- ,463.85799999999995,466.85799999999995,3.0
I've looked for innovation cycles in space; I found none. ,466.85799999999995,469.85799999999995,3.0
" The very first year, starting when Gagarin went in space,  and a few weeks later Alan Shepherd, there were five manned space flights in the world -- the very first year. ",469.85799999999995,479.85799999999995,10.0
"In 2003, everyone that the United States sent to space was killed. ",479.85799999999995,488.85799999999995,9.0
There were only three or four flights in 2003. ,488.85799999999995,490.85799999999995,2.0
" In 2004, there were only two flights: two Russian Soyuz flights to the international manned station. And I had to fly three in Mojave ",490.85799999999995,501.858,11.000000000000057
" with my little group of a couple dozen people  in order to get to a total of five, which was the number the same year back in 1961. ",501.858,510.85799999999995,8.999999999999943
There is no growth. There's no activity. There's no nothing. ,510.85799999999995,515.858,5.0
This is a picture here taken from SpaceShipOne. ,515.858,518.858,3.0
This is a picture here taken from orbit. ,518.858,520.858,2.0
Our goal is to make it so that you can see this picture and really enjoy that. ,520.858,526.858,6.0
" We know how to do it for sub-orbital flying now, do it safe enough -- at least as safe as the early airlines -- so that can be done. ",526.858,534.858,8.0
 And I think I want to talk a little bit about why we had the courage to go out and try that as a small company. ,534.858,546.858,12.0
" Well, first of all, what's going to happen next? The first industry will be a high volume, a lot of players. ",546.858,553.858,7.0
There's another one announced just last week. ,553.858,556.858,3.0
And it will be sub-orbital. And the reason it has to be sub-orbital ,556.858,562.858,6.0
" is, there is not solutions for adequate safety to fly the public to orbit. The governments have been doing this -- ",562.858,570.858,8.0
" three governments have been doing this for 45 years, and still four percent of the people that have left the atmosphere have died. ",570.858,576.858,6.0
That's -- You don't want to run a business with that kind of a safety record. ,576.858,581.858,5.0
"It'll be very high volume; we think 100,000 people will fly by 2020. ",581.858,587.858,6.0
" I can't tell you when this will start, because I don't want my competition to know my schedule. ",587.858,592.858,5.0
" But I think once it does, we will find solutions, and very quickly, you'll see those resort hotels in orbit. ",592.858,600.858,8.0
" And that real easy thing to do, which is a swing around the moon so you have this cool view. And that will be really cool. ",600.858,607.858,7.0
 Because the moon doesn't have an atmosphere -- you can do an elliptical orbit and miss it by 10 feet if you want. ,607.858,612.858,5.0
"Oh, it's going to be so much fun. ",612.858,614.858,2.0
" (Laughter) OK. My critics say, ""Hey, Rutan's just spending ",614.858,620.858,6.0
a lot of these billionaires' money for joyrides for billionaires. ,620.858,625.858,5.0
"What's this? This is not a transportation system; it's just for fun."" ",625.858,630.858,5.0
" And I used to be bothered by that, and then I got to thinking, well, wait a minute. I bought my first Apple computer in 1978 ",630.858,638.858,8.0
"and I bought it because I could say, ""I got a computer at my house and you don't. ",638.858,644.858,6.0
"'What do you use it for?' Come over. It does Frogger."" OK. ",644.858,649.858,5.0
" (Laughter)  Not the bank's computer or Lockheed's computer, but the home computer was for games. ",649.858,656.858,7.0
For a whole decade it was for fun -- we didn't even know what it was for. ,656.858,660.858,4.0
" But what happened, the fact that we had this big industry,  big development, big improvement and capability and so on, and they get out there in enough homes -- we were ripe for a new invention. ",660.858,673.858,13.0
And the inventor is in this audience. ,673.858,675.858,2.0
" Al Gore invented the Internet and because of that,  something that we used for a whole year -- excuse me --  a whole decade for fun, became everything -- our commerce, our research,  our communication and, if we let the Google guys think for another couple weekends, we can add a dozen more things to the list. (Laughter) ",675.858,696.858,21.0
 And it won't be very long before you won't be able to convince kids that we didn't always have computers in our homes. ,696.858,704.858,8.0
So fun is defendable. ,704.858,707.858,3.0
" OK, I want to show you kind of a busy chart, but in it is my prediction with what's going to happen. ",707.858,715.858,8.0
"And in it also brings up another point, right here. ",715.858,719.858,4.0
" There's a group of people that have come forward --  and you don't know all of them -- but the ones that have come forward  were inspired as young children, this little three- to 15-year-old age,  by us going to orbit and going to the moon here, right in this time period. ",719.858,738.858,19.0
" Paul Allen, Elan Musk, Richard Branson, Jeff Bezos, the Ansari family,  which is now funding the Russians' sub-orbital thing, Bob Bigelow, a private space station, and Carmack. ",738.858,757.858,19.0
" These people are taking money and putting it in an interesting area,  and I think it's a lot better than they put it in an area  of a better cell phone or something -- but they're putting it in very --  areas and this will lead us into this kind of capability,  and it will lead us into the next really big thing and it will allow us to explore. And I think eventually ",757.858,780.858,23.0
it will allow us to colonize and to keep us from going extinct. ,780.858,784.858,4.0
They were inspired by big progress. But look at the progress that's going on after that. ,784.858,790.858,6.0
There were a couple of examples here. ,790.858,792.858,2.0
" The military fighters had a -- highest-performance military airplane was the SR71. It went a whole life cycle, got too rusty to fly, ",792.858,801.858,9.0
and was taken out of service. The Concorde doubled the speed for airline travel. ,801.858,806.858,5.0
" It went a whole life cycle without competition, took out of service. And we're stuck back here ",806.858,812.858,6.0
 with the same kind of capability for military fighters and commercial airline travel that we had back in the late '50s. ,812.858,819.858,7.0
But something is out there to inspire our kids now. ,819.858,823.858,4.0
" And I'm talking about if you've got a baby now, or if you've got a 10-year-old now. ",823.858,826.858,3.0
What's out there is there's something really interesting going to happen here. ,826.858,832.858,6.0
" Relatively soon, you'll be able to buy a ticket  and fly higher and faster than the highest-performance military operational airplane. It's never happened before. ",832.858,843.858,11.0
" The fact that they have stuck here with this kind of performance  has been, well, you know, you win the war in 12 minutes;  why do you need something better?  But I think when you guys start buying tickets and flying  sub-orbital flights to space, very soon -- wait a minute,  what's happening here, we'll have military fighters with sub-orbital capability, and I think very soon this. ",843.858,866.858,23.0
But the interesting thing about it is the commercial guys are going to go first. ,866.858,870.858,4.0
"OK, I look forward to a new ""capitalist's space race,"" let's call it. ",870.858,876.858,6.0
" You remember the space race in the '60s was for national prestige, because we lost the first two milestones. ",876.858,883.858,7.0
We didn't lose them technically. The fact that we had the hardware ,883.858,887.858,4.0
 to put something in orbit when we let Von Braun fly it -- you can argue that's not a technical loss. ,887.858,894.858,7.0
"Sputnik wasn't a technical loss, but it was a prestige loss. ",894.858,898.858,4.0
" America -- the world saw America as not being the leader in technology, and that was a very strong thing. ",898.858,907.858,9.0
" And then we flew Alan Shepherd weeks after Gagarin, not months or decades, or whatever. So we had the capability. ",907.858,917.858,10.0
"But America lost. We lost. And because of that, we made a big jump to recover it. ",917.858,926.858,9.0
" Well, again, what's interesting here is we've lost to the Russians on the first couple of milestones already. ",926.858,932.858,6.0
 You cannot buy a ticket commercially to fly into space in America -- can't do it. You can buy it in Russia. ,932.858,942.858,10.0
You can fly with Russian hardware. This is available ,942.858,945.858,3.0
" because a Russian space program is starving, and it's nice for them to get 20 million here and there to take one of the seats. ",945.858,953.858,8.0
It's commercial. It can be defined as space tourism. They are also offering a trip ,953.858,960.858,7.0
"to go on this whip around the moon, like Apollo 8 was done. ",960.858,964.858,4.0
"100 million bucks -- hey, I can go to the moon. ",964.858,967.858,3.0
" But, you know, would you have thought back in the '60s,  when the space race was going on,  that the first commercial capitalist-like thing to do  to buy a ticket to go to the moon would be in Russian hardware?  And would you have thought, would the Russians have thought,  that when they first go to the moon in their developed hardware,  the guys inside won't be Russians? Maybe it'll probably be a Japanese or an American billionaire? Well, that's weird: you know, it really is. ",967.858,997.858,30.0
"But anyway, I think we need to beat them again. ",997.858,1001.858,4.0
" I think what we'll do is we'll see a successful, very successful, private space flight industry. Whether we're first or not really doesn't matter. ",1001.858,1013.858,12.0
The Russians actually flew a supersonic transport before the Concorde. ,1013.858,1019.858,6.0
"And then they flew a few cargo flights, and took it out of service. ",1019.858,1023.858,4.0
 I think you kind of see the same kind of parallel when the commercial stuff is offered. ,1023.858,1030.858,7.0
"OK, we'll talk just a little bit about commercial development for human space flight. ",1030.858,1034.858,4.0
" This little thing says here: five times what NASA's doing by 2020. I want to tell you, already ",1034.858,1044.8580000000002,10.000000000000227
there's about 1.5 billion to 1.7 billion ,1044.8580000000002,1048.8580000000002,4.0
" investment in private space flight that is not government at all -- already, worldwide. If you read -- if you Google it, ",1048.8580000000002,1059.8580000000002,11.0
" you'll find about half of that money, but there's twice of that  being committed out there -- not spent yet, but being committed and planned for the next few years. Hey, that's pretty big. ",1059.8580000000002,1069.8580000000002,10.0
" I'm predicting, though, as profitable as this industry is going to be --  and it certainly is profitable when you fly people at 200,000 dollars  on something that you can actually operate at a tenth of that cost, or less -- this is going to be very profitable. ",1069.8580000000002,1086.8580000000002,17.0
" I predict, also, that the investment that will flow into this will be somewhere around half of what the U.S. taxpayer ",1086.8580000000002,1093.8580000000002,7.0
spends for NASA's manned spacecraft work. ,1093.8580000000002,1097.8580000000002,4.0
" And every dollar that flows into that will be spent more efficiently by a factor of 10 to 15. And what that means is before we know it, ",1097.8580000000002,1110.8580000000002,13.0
" the progress in human space flight, with no taxpayer dollars,  will be at a level of about five times as much as the current NASA budgets for human space flight. ",1110.8580000000002,1128.8580000000002,18.0
And that is because it's us. It's private industry. ,1128.8580000000002,1136.8580000000002,8.0
" You should never depend on the government to do this sort of stuff -- and we've done it for a long time. The NACA, before NASA, ",1136.8580000000002,1145.8580000000002,9.0
never developed an airliner and never ran an airline. ,1145.8580000000002,1149.8580000000002,4.0
" But NASA is developing the space liner, always has, and runs the only space line, OK. And we've shied away from it ",1149.8580000000002,1160.8580000000002,11.0
"because we're afraid of it. But starting back in June of 2004, ",1160.8580000000002,1166.8580000000002,6.0
" when I showed that a little group out there actually can do it, can get a start with it, everything changed after that time. ",1166.8580000000002,1174.8580000000002,8.0
"OK, thank you very much. ",1174.8580000000002,1176.8580000000002,2.0
