sentence,start,end,duration
And not a single soul in this area was being treated for AIDS or tuberculosis. ,1058.8580000000002,1063.8580000000002,5.0
" Within the first 18 months, the following things happened: we went from zero to about 2,000 people being treated for AIDS. ",1064.8580000000002,1072.8580000000002,8.0
That's 80 percent of the people who need treatment in this area. ,1072.8580000000002,1076.8580000000002,4.0
 Listen to this: less than four-tenths of one percent of those being treated stopped taking their medicine or otherwise defaulted on treatment. ,1076.8580000000002,1085.8580000000002,9.0
That's lower than the figure in the United States. ,1085.8580000000002,1088.8580000000002,3.0
 Less than three-tenths of one percent had to transfer to the more expensive second-line drugs. ,1088.8580000000002,1095.8580000000002,7.0
" 400,000 pregnant women were brought into counseling and will give birth for the first time within an organized healthcare system. ",1095.8580000000002,1104.8580000000002,9.0
That's about 43 percent of all the pregnancies. ,1104.8580000000002,1109.8580000000002,5.0
"About 40 percent of all the people -- I said 400,000. I meant 40,000. ",1109.8580000000002,1113.8580000000002,4.0
" About 40 percent of all the people who need TB treatment are now getting it -- in just 18 months, up from zero when we started. ",1113.8580000000002,1121.8580000000002,8.0
 43 percent of the children in need of an infant feeding program  to prevent malnutrition and early death are now getting the food supplements they need to stay alive and to grow. ,1121.8580000000002,1129.8580000000002,8.0
We've started the first malaria treatment programs they've ever had there. ,1129.8580000000002,1133.8580000000002,4.0
" Patients admitted to a hospital that was destroyed during the genocide  that we have renovated along with four other clinics, complete with solar power generators, good lab technology. ",1133.8580000000002,1148.8580000000002,15.0
" We now are treating 325 people a month, despite the fact that almost 100 percent of the AIDS patients are now treated at home. ",1148.8580000000002,1158.8580000000002,10.0
" And the most important thing is  because we've implemented Paul Farmer's model, using community health workers,  we estimate that this system could be put into place for all of Rwanda  for between five and six percent of GDP,  and that the government could sustain that without depending on foreign aid after five or six years. ",1159.8580000000002,1186.8580000000002,27.0
" And for those of you who understand healthcare economics  you know that all wealthy countries spend between nine and 11 percent of GDP  on health care, except for the United States, we spend 16 -- but that's a story for another day. ",1187.8580000000002,1198.8580000000002,11.0
 (Laughter)  We're now working with Partners in Health and the Ministry of Health in Rwanda and our Foundation folks to scale this system up. ,1199.8580000000002,1210.8580000000002,11.0
We're also beginning to do this in Malawi and Lesotho. ,1210.8580000000002,1216.8580000000002,6.0
" And we have similar projects in Tanzania, Mozambique,  Kenya and Ethiopia with other partners trying to achieve the same thing:  to save as many lives as quickly as we can,  but to do it in a systematic way that can be implemented nationwide and then with a model that can be implemented in any country in the world. ",1216.8580000000002,1234.8580000000002,18.0
" We need initial upfront investment to train doctors, nurses,  health administration and community health workers throughout the country,  to set up the information technology, the solar energy, the water and sanitation, the transportation infrastructure. ",1234.8580000000002,1247.8580000000002,13.0
" But over a five- to 10-year period,  we will take down the need for outside assistance and eventually it will be phased out. ",1247.8580000000002,1254.8580000000002,7.0
" My wish is that TED assist us in our work and help us to build  a high-quality rural health system in a poor country, Rwanda,  that can be a model for Africa, and indeed, for any poor country anywhere in the world. ",1255.8580000000002,1274.8580000000002,19.0
" My belief is that this will help us to build a more integrated world  with more partners and fewer terrorists,  with more productive citizens and fewer haters, a place we'd all want our kids and our grandchildren to grow up in. ",1274.8580000000002,1291.8580000000002,17.0
" It has been an honor for me, particularly, to work in Rwanda  where we also have a major economic development project  in partnership with Sir Tom Hunter, the Scottish philanthropist,  where last year we, using the same thing with AIDS drugs,  cut the cost of fertilizer and the interest rates on microcredit loans by 30 percent  and achieved three- to four-hundred percent increases in crop yields with the farmers. ",1292.8580000000002,1321.8580000000002,29.0
" These people have been through a lot and none of us, most of all me, helped them when they were on the verge of destroying each other. ",1321.8580000000002,1330.8580000000002,9.0
"We're undoing that now, and they are so over it and so into their future. ",1331.8580000000002,1337.8580000000002,6.0
We're doing this in an environmentally responsible way. ,1337.8580000000002,1341.8580000000002,4.0
" I'm doing my best to convince them not to run the electric grid  to the 35 percent of the people that have no access, but to do it with clean energy. To have responsible reforestation projects, ",1341.8580000000002,1353.8580000000002,12.0
"the Rwandans, interestingly enough, have been quite good, Mr. Wilson, ",1353.8580000000002,1357.8580000000002,4.0
in preserving their topsoil. ,1357.8580000000002,1359.8580000000002,2.0
 There's a couple of guys from southern farming families --  the first thing I did when I went out to this place  was to get down on my hands and knees and dig in the dirt and see what they'd done with it. ,1359.8580000000002,1369.8580000000002,10.0
" We have a chance here to prove that a country  that almost slaughtered itself out of existence  can practice reconciliation, reorganize itself, focus on tomorrow and provide comprehensive, quality health care with minimal outside help. ",1369.8580000000002,1393.8580000000002,24.0
"I am grateful for this prize, and I will use it to that end. ",1393.8580000000002,1399.8580000000002,6.0
" We could use some more help to do this,  but think of what it would mean if we could have a world-class health system  in Rwanda -- in a country with a less-than-one-dollar-a-day-per-capita income,  one that could save hundreds of millions of lives over the next decade if applied to every similarly situated country on Earth. ",1399.8580000000002,1423.8580000000002,24.0
It's worth a try and I believe it would succeed. ,1423.8580000000002,1427.8580000000002,4.0
Thank you and God bless you. ,1427.8580000000002,1430.8580000000002,3.0
