sentence,start,end,duration,talks_id
자물쇠를 개선한다고 발표하고 ,130.858,132.858,2.0,21
소비자들을 안심시켜야 했습니다. ,132.858,134.858,2.0,21
그리고 레더게이트 사건도 들어보셨을텐데요 ,134.858,136.858,2.0,21
결론만 말하자면.. ,136.858,138.858,2.0,21
블로거들이 '111th'에서 ,138.858,141.858,3.0,21
'th'의 식자가 ,141.858,143.858,2.0,21
"구형 타자기에는 없다는 것과, 워드로 만든 문서임을 알아냈죠. ",143.858,147.858,4.0,21
그리고 블로거들은 이 사실을 폭로했습니다 ,147.858,149.858,2.0,21
이 사실을 알아내기 위해서 엄청난 노력을 했죠 ,149.858,152.858,3.0,21
블로그는 무섭습니다. 이런 사례들을 봐도 그렇죠. ,152.858,154.858,2.0,21
"저도 이런 경우를 보면, 정말 무섭습니다 -- ",154.858,157.858,3.0,21
이 자리에서 밝히건데 -- 블로그는 잔인해요 ,157.858,160.858,3.0,21
다정함이란 찾아볼 수 없거든요 ,160.858,163.858,3.0,21
"하지만, 어떤 블로그들은 ",163.858,165.858,2.0,21
"우리가 신문을 읽고, 대중매체를 접하는 방법을 바꾸게 만들기도 합니다. ",165.858,168.858,3.0,21
이것들이 좋은 사례죠. 이 사람들이 수천에서 수백만에 달하는 ,168.858,171.858,3.0,21
독자들에게 영향을 미치고 있습니다. ,171.858,173.858,2.0,21
이것은 굉장히 중요합니다. ,173.858,175.858,2.0,21
"이런 적도 있죠. 태풍이 왔을 때, ",175.858,177.858,2.0,21
"MSNBC 방송국은 자신들의 블로그에 태풍관련 글을 올렸고, ",177.858,180.858,3.0,21
계속해서 업데이트를 했습니다. ,180.858,182.858,2.0,21
손쉬운 블로깅 도구가 있었기에 가능했죠 ,182.858,185.858,3.0,21
제 친구도 ,185.858,187.858,2.0,21
PDR이나 기록장치 같은 디지털기기로 ,187.858,189.858,2.0,21
블로깅을 하고 있는데요 ,189.858,191.858,2.0,21
"블로그의 광고를 통해서 돈을 벌고 있고, ",191.858,193.858,2.0,21
가족들의 생활비에 보태고 있죠. ,193.858,195.858,2.0,21
"지금 그는 블로깅을 '직업'으로 삼고 있습니다, 이런 점도 블로그가 ",195.858,197.858,2.0,21
가진 가능성의 일종이겠죠. ,197.858,199.858,2.0,21
인터플라스트의 사례도 있습니다 ,199.858,201.858,2.0,21
인터플라스트는 개발도상국에서 ,201.858,204.858,3.0,21
성형수술이 필요한 사람들을 돕는 ,204.858,207.858,3.0,21
의사들과 봉사자들의 모임인데요 ,207.858,210.858,3.0,21
입술성형을 받은 아이들의 이야기를 ,210.858,212.858,2.0,21
블로그에 올리기도 합니다. 정말 대단해요 ,212.858,215.858,3.0,21
저 같으면 그렇게 못할거에요 ,215.858,218.858,3.0,21
이제 제 얘기를 해보겠습니다. 저는 블로거에요 ,221.858,224.858,3.0,21
전 늘 한가지 분야에서 만큼은 전문가가 되어야 겠다고 생각했습니다 ,224.858,227.858,3.0,21
그리고 제 전문분야는 이사람에 대한 것이죠 ,227.858,229.858,2.0,21
그래서 이 사람에 대한 글을 씁니다 ,229.858,231.858,2.0,21
그리고 -- ,231.858,232.858,1.0,21
저는 블로그를 23살 때인 2001년에 시작했습니다 ,232.858,235.858,3.0,21
그때는 제 직업에 만족하지 못했어요 ,235.858,237.858,2.0,21
전 디자이너였는데 ,237.858,239.858,2.0,21
일에 별로 흥미가 없었습니다 ,239.858,241.858,2.0,21
"영문학을 전공했지만, 전공을 살릴 기회가 없었죠 ",241.858,243.858,2.0,21
"전 글쓰는 일을 하고 싶었고, 그래서 블로그를 시작했습니다 ",243.858,247.858,4.0,21
그리고 이런 짧막한 이야기를 만들어 올렸습니다 ,247.858,250.858,3.0,21
이 그림은 제가 11살때 캠프에서의 경험을 그린 것인데요 ,250.858,254.858,4.0,21
YMCA의 성경학교 캠프에 갔을 때 ,254.858,257.858,3.0,21
"캠프가 끝날 무렵, ",257.858,259.858,2.0,21
친구들이 절 너무나 싫어해서 ,259.858,262.858,3.0,21
"전 침대에 숨었는데요. 친구들은 절 찾지 못했고, ",262.858,264.858,2.0,21
"결국 수색대가 동원되고, 사람들은 이렇게 말했어요 ",264.858,266.858,2.0,21
친구들이 절 자살하게 만들어서 ,266.858,268.858,2.0,21
바이블 피크에서 뛰어내렸다고요 ,268.858,270.85799999999995,1.9999999999999432,21
"그래서 -- 아, 비웃으셔도 상관없어요. 괜찮습니다 ",270.85799999999995,274.85799999999995,4.0,21
이런 블로그를 만드는 사람이 바로 저에요 ,274.85799999999995,276.85799999999995,2.0,21
모두 제가 실제로 겪은 일들입니다 ,276.85799999999995,278.85799999999995,2.0,21
"그리고, 블로그를 시작할 때 한가지 목표가 있었습니다 ",278.85799999999995,281.85799999999995,3.0,21
제가 원했던 건 -- 그러니까.. ,281.85799999999995,283.85799999999995,2.0,21
세계적으로 유명인이 ,283.85799999999995,285.85799999999995,2.0,21
되지는 못하더라도 ,285.85799999999995,287.85799999999995,2.0,21
인터넷에서는 유명해져야 겠다고 생각했죠 ,287.85799999999995,289.85799999999995,2.0,21
"그리고 이제 목표를 이루었고, 상도 받게 됐습니다 ",289.85799999999995,292.85799999999995,3.0,21
제 일생동안 상이라고는 받은 적이 없었는데 ,292.85799999999995,295.85799999999995,3.0,21
이번에 SXSW.com이 주는 ,295.85799999999995,297.85799999999995,2.0,21
웹블로그 상을 받게 되었습니다 ,297.85799999999995,299.85799999999995,2.0,21
많은 사람들과 소통하고 ,299.85799999999995,302.85799999999995,3.0,21
제 일상의 이야기를 읽은 수만명의 독자들 덕분에 받는 상이죠 ,302.85799999999995,305.85799999999995,3.0,21
블로그에는 밴조 악기에 대한 일화도 있는데요 ,305.85799999999995,308.85799999999995,3.0,21
무슨 내용이냐면 ,308.85799999999995,310.85799999999995,2.0,21
밴조를 구입하고 싶었을 때의 이야기입니다 ,310.85799999999995,312.85799999999995,2.0,21
밴조가 한 300불 정도하는데요. 정말 비싸죠 ,312.85799999999995,315.858,3.000000000000057,21
전 다룰 줄 아는 악기도 없고 ,315.858,317.858,2.0,21
음악에 대해 아는 것도 없었지만 ,317.858,319.858,2.0,21
"음악이 좋았고, 밴조가 좋았어요 ",319.858,322.858,3.0,21
그리고 스티브 마틴의 밴조 연주를 들으면서 ,322.858,324.858,2.0,21
나도 할 수 있다고 생각했죠 ,324.858,326.858,2.0,21
"그래서 남편에게 ""벤, 밴조하나 사도 돼?"" 라고 물었더니 ""안돼.""라고 하더군요 ",326.858,329.85799999999995,2.999999999999943,21
그리고 제 남편은 -- ,329.85799999999995,332.85799999999995,3.0,21
이 사람이 제 남편인데요. 정말 섹시한 남자입니다 ,332.85799999999995,334.85799999999995,2.0,21
'섹시한 남자에게 주는 상'도 받은 적이 있어요 ,334.85799999999995,336.85799999999995,2.0,21
"남편이 말하길, ",338.85799999999995,340.85799999999995,2.0,21
"""당신..벤조 사면 안돼, ",340.85799999999995,342.85799999999995,2.0,21
"당신이나 장인어른이나 똑같아. 악기를 그냥 사모으기만 하잖아"" ",342.85799999999995,345.85799999999995,3.0,21
전 남편때문에 ,345.85799999999995,347.85799999999995,2.0,21
화가 치밀어서 블로그에 글을 썼습니다 ,347.85799999999995,349.85799999999995,2.0,21
폭군같은 남편이 밴조도 못 사게 한다고요 ,349.85799999999995,352.85799999999995,3.0,21
저를 아는 사람들은 저의 이런 농담을 이해하겠죠 ,352.85799999999995,354.85799999999995,2.0,21
저 미나는 이런 식으로 농담을 하거든요 ,354.85799999999995,357.85799999999995,3.0,21
사실 제 남편은 폭군이나 독재자는 아니에요 농담일 뿐이죠 ,357.85799999999995,360.858,3.0,21
사실 제 남편은 사랑스럽고 부드러운 남자에요 ,360.858,362.858,2.0,21
자기를 이렇게 차려 입혀놔도 가만 있거든요 ,362.858,364.858,2.0,21
이 사진을 블로그에 올려도 아무 말 안하구요 ,364.858,367.858,3.0,21
그래도.. 여기서 이 사진을 공개한 걸 알면 ,371.858,373.858,2.000000000000057,21
아마 절 죽이려 들지도 모르겠네요 ,373.858,376.858,3.0,21
"아무튼, 제가 이런 글을 올리면, 제 친구들은 그걸 읽습니다 ",376.858,378.858,2.0,21
"그러면 친구들은 아마, 미나가 글을 올렸는데 ",378.858,381.858,3.0,21
이상한 걸 사려고 그러고 별 멍청한 짓을 한다고 그러겠죠 ,381.858,383.858,2.0,21
그런데 사람들로부터 이런 메일이 오기도 합니다 ,383.858,386.858,3.0,21
"""세상에, 그런 망할 남편이 다 있나요 ",386.858,389.858,2.999999999999943,21
남편이 술마신다고 일년동안 쓴 돈이 도대체 얼마에요? ,389.858,392.858,3.0,21
그 돈을 뺏어서 밴조를 사세요 ,392.858,395.858,3.0,21
"아니면 통장을 따로 만들지 그러세요"" ",395.858,396.858,1.0,21
"17살때부터 남편을 알았지만, 한번도 통장을 따로 만든 적이 없거든요 ",396.858,399.858,3.0,21
"그리고 이러더군요 ""통장을 따로 만들어서 ",399.858,401.858,2.0,21
"쓸 돈을 각자 쓰면 되는거에요."" ",401.858,403.858,2.0,21
남편과 헤어지라고 한 사람도 있었어요 ,403.858,405.858,2.0,21
그리고 -- ,405.858,407.858,2.0,21
"전 이런 생각이 들었어요. 좋아, 그런데 이 사람들 도대체 누구길래 ",407.858,410.858,3.0,21
내 글을 읽는거지? ,410.858,412.858,2.0,21
그리고 깨달았습니다. 이 사람들을 멀리해야 겠다고요 ,412.858,414.858,2.0,21
이런 내용을 공개적으로 쓰면 안되겠다고 생각했죠 ,414.858,417.858,3.0,21
그래서 블로깅을 자제하기 시작했습니다 ,417.858,419.858,2.0,21
더이상 글도 쓰기 싫어졌어요 ,419.858,421.858,2.0,21
아주 서서히-- ,421.858,423.858,2.0,21
가끔 개인적인 이야기를 쓰곤 했습니다 ,423.858,426.858,3.0,21
이건 오늘 쓴 글인데요. 아인쉬타인을 위해 쓴 글입니다. ,426.858,429.858,3.0,21
목이 메이려고 하네요.. 제 첫번째 애완동물인데요 ,429.858,431.858,2.0,21
2년전에 세상을 떠났죠 ,431.858,433.858,2.000000000000057,21
결국 다시는 공개적으로 글을 쓰지 않겠다는 결심을 깨뜨렸습니다 ,433.858,436.858,3.0,21
왜냐하면 제 애완동물과의 추억을 좀더 남기고 싶었거든요 ,436.858,438.858,2.0,21
아무튼 ,438.858,440.858,2.0,21
이런 식의 개인적인 이야기들이죠. 여러분은 정치관련 블로그나 ,440.858,442.858,2.0,21
"미디어나, 가십거리 같은 것들을 다루는 블로그를 보시죠 ",442.858,445.858,3.0,21
그런 블로그는 많아요. 하지만 전 개인적인 ,445.858,448.858,3.0,21
이야기에 관심이 더 많고. 이게 바로-- ,448.858,450.858,1.9999999999999432,21
이게 바로 저입니다. ,450.858,452.858,2.0,21
노먼 락웰의 그림을 보고 미술비평가들은 이렇게 말하죠 ,452.858,454.858,2.0,21
노먼 락웰의 그림은 예술도 아니라고요 ,454.858,456.858,2.0,21
노먼 락웰의 그림은 거실이나 ,456.858,458.858,2.0,21
"욕실 같은 장소에 걸려있고, 수준 높은 예술로는 ",458.858,460.858,2.0,21
평가받지 못합니다 ,460.858,463.858,3.0,21
전 이렇게 생각해요. 우리에게 가장 중요한 것은 ,463.858,465.858,2.0,21
그러니까.. 사람입니다 ,466.858,468.858,2.0,21
사람은 우리를 감동시키죠 ,468.858,471.858,3.0,21
그리고 블로그 중에서도 수준높은 예술 블로그도 있죠 ,471.858,473.858,2.0,21
성경 이야기를 그린 고전미술 같은 걸 다루는 블로그요 ,473.858,477.858,4.0,21
반면에 이런 블로그도 있습니다 ,477.858,479.858,2.0,21
전 이런 블로그가 더 흥미있어요. 평범한 이야기를 다루는 사람들의 블로그죠 ,479.858,482.858,3.0,21
예를 하나 들어드릴께요 ,482.858,484.858,2.0,21
이 아기에 대한 이야기입니다. 이름은 오딘이구요 ,484.858,486.858,2.0,21
그 아버지가 블로거입니다 ,486.858,489.858,3.0,21
어느날 그가 글을 하나 올렸어요 ,489.858,491.858,2.0,21
부인이 아기를 낳았는데 25주만에 ,491.858,494.858,3.000000000000057,21
태어났다고요 ,494.858,496.858,2.0,21
예상도 못했던 일이었겠죠 ,496.858,498.858,2.0,21
평범했던 어느 날이었는데 자고 나니 지옥같이 변한거죠 ,498.858,501.858,3.0,21
아기 몸무게는 450그램에 불과했습니다 ,501.858,503.858,2.0,21
매일 오딘에 대한 이야기가 올라왔어요 ,503.858,506.858,3.0,21
"사진도 매일 올라왔죠. 첫째날, 둘째날.. ",506.858,508.858,2.0,21
"9일째가 되었을때, 아기가 무호흡증을 앓고 있다고 했구요 ",508.858,511.858,2.999999999999943,21
39일째는 폐렴을 앓았습니다 ,511.858,513.8580000000001,2.0,21
아기가 정말 작았고 ,513.8580000000001,515.8580000000001,2.0,21
전 한번도 이런.. ,515.8580000000001,518.8580000000001,3.0,21
그러니까.. ,518.8580000000001,519.8580000000001,1.0,21
충격적인 사진을 본 적이 없어서..진심으로 마음이 아팠고 ,519.8580000000001,522.8580000000001,3.0,21
마치 내 자신의 일처럼 느끼게 되었던 것이죠. ,522.8580000000001,525.8580000000001,3.0,21
그리고 55일째 올라온 글은 ,525.8580000000001,528.8580000000001,3.0,21
"아기가 호흡도 멈추고, 심장마비도 일으킨다는 내용이었어요 ",528.8580000000001,531.8580000000001,3.0,21
"심장박동이 점점 느려지고 있고, 무슨 일이 일어날지 몰랐습니다 ",531.8580000000001,535.8580000000001,4.0,21
"하지만 그 후로 호전되어서, 96일째에는 집에 갈 수 있었습니다 ",535.8580000000001,538.8580000000001,3.0,21
이 글을 좀 보세요 ,538.8580000000001,540.8580000000001,2.0,21
이런 이야기는 신문이나 잡지에서는 볼 수 없죠 ,540.8580000000001,543.8580000000001,3.0,21
이건 이 사람의 감정에 대한 것이고 ,543.8580000000001,545.8580000000001,2.0,21
사람들은 그것에 동화됩니다 ,545.8580000000001,547.8580000000001,2.0,21
28개의 덧글이 달렸는데요. 엄청나게 많은 사람이 읽은 것은 아니지만 ,547.8580000000001,549.8580000000001,2.0,21
적어도 28명에게는 중요한 일이었습니다 ,549.8580000000001,551.8580000000001,2.0,21
그리고 이제 아기는 건강하게 지내고 있습니다 ,552.8580000000001,554.8580000000001,2.0,21
오딘의 블로그를 보고 싶다면 ,554.8580000000001,557.8580000000001,3.0,21
아버지의 블로그인 snowdeal.org를 방문하시면 됩니다 ,557.8580000000001,560.8580000000001,3.0,21
그는 아직도 오딘의 사진을 올리고 있어요. 왜냐면 여전히 그의 아들이니까요 ,560.8580000000001,563.8580000000001,3.0,21
그리고 오딘은 그 또래 아이들에 비해 ,563.8580000000001,566.8580000000001,3.0,21
병원에서 많은 치료를 받아왔기 때문이기도 합니다 ,566.8580000000001,569.8580000000001,3.0,21
그래서 블로그란.. ,570.8580000000001,572.8580000000001,2.0,21
블로그란 뭘까요? 이런 얘기 전에도 들어보셨을거에요 ,572.8580000000001,574.8580000000001,2.0,21
오늘 WELL 커뮤니티에 대한 이야기도 했고 ,574.8580000000001,576.8580000000001,2.0,21
온라인 역사 전반에 대한 여러가지 이야기를 ,576.8580000000001,578.8580000000001,2.0,21
나눴는데요 ,578.8580000000001,580.8580000000001,2.0,21
전 블로그는 기본적으로 진화라고 생각합니다 ,580.8580000000001,583.8580000000001,3.0,21
오늘날 우리들의 현주소이기도 하죠 ,583.8580000000001,585.8580000000001,2.0,21
"자신이 누구인가에 대한 기록이고, 자신의 본모습이기도 합니다 ",585.8580000000001,588.8580000000001,3.0,21
구글검색으로 '미나 트롯'을 검색했을 때 ,588.8580000000001,591.8580000000001,3.0,21
"이런 개인적인 이야기들을 나오게 되면, 좋을 수도 있고 나쁠 수도 있죠 ",591.8580000000001,594.8580000000001,3.0,21
그리고 다른 사람들의 블로그도 찾아보면 ,595.8580000000001,597.8580000000001,2.0,21
거기에는 사람들이 매일 쓰는 기록들이 남아 있습니다 ,597.8580000000001,600.8580000000001,3.0,21
같은 주제일 필요는 없어요. 그들이 흥미있어 하는 내용일 뿐입니다 ,600.8580000000001,604.8580000000001,4.0,21
오늘 강연중에 세계의 경계가 허물어지고 있다는 내용도 있었는데요 ,604.8580000000001,607.8580000000001,3.0,21
전 매우 낙관적으로 봅니다 ,607.8580000000001,609.8580000000001,2.0,21
"블로그에 대한 생각을 할 때마다, 전 세상 사람들과 가까워지고 있다는 생각이 듭니다 ",610.8580000000001,612.8580000000001,2.0,21
"수백만, 수억, 수십억의 사람들과 가까워지고 있는 거죠 ",612.8580000000001,615.8580000000001,3.0,21
우리는 중국에 진출하려고 합니다. 원했던 일이에요 ,615.8580000000001,617.8580000000001,2.0,21
아시다시피 중국에는 많은 사람들이 ,617.8580000000001,619.8580000000001,2.0,21
블로그를 만들 기회를 얻지 못합니다 ,619.8580000000001,621.8580000000001,2.0,21
하지만 100달러짜리 컴퓨터 같은 걸 보면 그저 놀라워요. 왜냐하면 ,621.8580000000001,624.8580000000001,3.0,21
블로깅 소프트웨어는 간단하거든요 ,624.8580000000001,626.8580000000001,2.0,21
저는 성공적으로 회사를 이끌고 있습니다. 시기가 좋았고 ,626.8580000000001,628.8580000000001,2.0,21
끈기를 가진 덕분이죠. 하지만 간단한 일이었어요 ,628.8580000000001,630.8580000000001,2.0,21
로켓을 만드는 일도 아닌걸요 ,630.8580000000001,632.8580000000001,2.0,21
고려해 봐야 할 놀라운 점이 바로 그것입니다 ,632.8580000000001,635.8580000000001,3.0,21
"그리고, ",636.8580000000001,638.8580000000001,2.0,21
인생을 기록한다는 점에서 블로그는 무언가.. ,638.8580000000001,641.8580000000001,3.0,21
대단히 중요하다고 생각합니다 ,641.8580000000001,643.8580000000001,2.0,21
오늘 시작할 때 저 주변의 TED인들을 소개해 드렸는데요 ,643.8580000000001,645.8580000000001,2.0,21
이 슬라이드는 반드시 추가해야 했습니다. ,645.8580000000001,648.8580000000001,3.0,21
"제가 이걸 보여드리는 걸, 저희 엄마는 어떻게든 이 장면을 보게 되실텐데요 ",648.8580000000001,650.8580000000001,2.0,21
왜냐면 제 블로그를 읽으시거든요 ,650.8580000000001,652.8580000000001,2.0,21
"그러면 아마 이렇게 말하실거에요. ""왜 발표 슬라이드에 내 사진이 없는거니?"" ",652.8580000000001,654.8580000000001,2.0,21
이 분이 저희 엄마구요. 제가 아는 사람들은 여기에 다 있습니다 ,654.8580000000001,658.8580000000001,4.0,21
"하지만, 기본적으로는 이 정도의 규모가 ",658.8580000000001,661.8580000000001,3.0,21
저희 가족입니다. 전문용어로는 ,661.8580000000001,663.8580000000001,2.0,21
저의 직계가족이죠 ,663.8580000000001,665.8580000000001,2.0,21
조금 전에 노먼 락웰의 그림을 보여드렸는데요 ,665.8580000000001,667.8580000000001,2.0,21
저는 이 그림을 늘 보면서 ,667.8580000000001,669.8580000000001,2.0,21
자라왔습니다 ,669.8580000000001,671.8580000000001,2.0,21
가족관계를 한 시간 동안이나 보곤 했죠 ,671.8580000000001,673.8580000000001,2.0,21
"이렇게 중얼거리면서요. ""아 맨위에 아이는 빨간 머리네, ",673.8580000000001,676.8580000000001,3.0,21
"이 사람이 우리 가족의 1세대구나."" ",676.8580000000001,678.8580000000001,2.0,21
사소한 것이라고 할 수 있겠죠. ,678.8580000000001,681.8580000000001,3.0,21
"이건 과학은 아니지만, 저에게는 충분히 ",681.8580000000001,683.8580000000001,2.0,21
흥미로왔습니다. 우리 가족이 어떻게 발전해 왔는지 알 수 있고 ,683.8580000000001,687.8580000000001,4.0,21
가계를 거슬러 올라가 볼 수 있기 때문이죠 ,687.8580000000001,690.8580000000001,3.0,21
전 늘 그런 것들에서 영향을 받아왔습니다 ,690.8580000000001,692.8580000000001,2.0,21
전 이런 기록도 가지고 있어요 ,692.8580000000001,694.8580000000001,2.0,21
이건 1910년도 인구조사표인데요 ,694.8580000000001,696.8580000000001,2.0,21
제 결혼전 이름인 Grabowski와 같은 이름을 가진 사람의 것입니다. ,696.8580000000001,698.8580000000001,2.0,21
여기 Theodore라는 사람도 있네요. ,698.8580000000001,701.8580000000001,3.0,21
이게 제가 가진 전부입니다. 누군가에 대한 ,701.8580000000001,703.8580000000001,2.0,21
몇가지 정보만 갖고 있는 셈이죠. ,703.8580000000001,705.8580000000001,2.0,21
"그들의 생일, 나이, ",705.8580000000001,708.8580000000001,3.0,21
"가정안에서의 위치, 그리고 영어를 쓰는지도요. ",708.8580000000001,710.8580000000001,2.0,21
제가 이들에 대해 아는 것은 이게 다에요. ,710.8580000000001,712.8580000000001,2.0,21
"그리고, 슬픈 사실은 ",712.8580000000001,714.8580000000001,2.0,21
다섯 세대 정도만 거슬러 올라가 보면 ,714.8580000000001,717.8580000000001,3.0,21
그걸로 끝나버립니다. 저희 모계는 어떻게 되는지도 모릅니다. ,717.8580000000001,720.8580000000001,3.0,21
"왜냐하면 어머니는 쿠바태생이고, 그외에는 별로 아는 것이 없어요. ",720.8580000000001,723.8580000000001,3.0,21
이걸 알아내려고 문서기록을 찾는데 많은 시간을 들였습니다. ,724.8580000000001,726.8580000000001,2.0,21
저희 남편이 천사인 이유가 여기에도 있는데요. ,726.8580000000001,728.8580000000001,2.0,21
제가 오랫동안 워싱턴 기록보관소에 앉아서 ,728.8580000000001,730.8580000000001,2.0,21
"이 서류들을 뒤지고 있을때, 지금은 다 온라인화되었지만요. ",730.8580000000001,732.8580000000001,2.0,21
남편은 끝까지 옆에 있어줬거든요. ,732.8580000000001,734.8580000000001,2.0,21
아무튼 이 기록들을 보셨구요. 그리고 ,734.8580000000001,737.8580000000001,3.0,21
이 분은 저희 고조할머니이십니다. ,737.8580000000001,739.8580000000001,2.0,21
제가 가진 유일한 사진이죠. ,739.8580000000001,741.8580000000001,2.0,21
블로그를 통해서 무얼 할 수 있을까 생각해 보면; ,741.8580000000001,744.8580000000001,3.0,21
이런 생각이 떠오릅니다. ,744.8580000000001,746.8580000000001,2.0,21
사람들이 100달러짜리 PC를 이용해서 ,746.8580000000001,748.8580000000001,2.0,21
"자신이 누군지 얘기하고, 개인적인 이야기들을 나누는 거죠. ",748.8580000000001,751.8580000000001,3.0,21
이건 정말 놀라운 일이에요. ,751.8580000000001,754.8580000000001,3.0,21
저에게 많은 영향을 준 다른 사진을 보여드리죠. ,754.8580000000001,757.8580000000001,3.0,21
여러 장의 사진인데요. ,757.8580000000001,759.8580000000001,2.0,21
어느 아르헨티나 남성이 자신의 와이프와 함께 한 프로젝트입니다. ,759.8580000000001,762.8580000000001,3.0,21
단순히 가족사진을 매일 찍어 둔 것입니다. ,762.8580000000001,765.8580000000001,3.0,21
과거 76년부터 ,765.8580000000001,768.8580000000001,3.0,21
"20년전, 아 이런, 제가 77년생이니까 ",768.8580000000001,770.8580000000001,2.0,21
29년인가요? 29년동안이네요. ,770.8580000000001,773.8580000000001,3.0,21
"사실, 오늘 발표에서는 빼 버린 그래프에 관한 재밌는 얘기가 있는데요. ",774.8580000000001,776.8580000000001,2.0,21
수학있잖아요? 전 100까지 더하기가 되는 것만해도 다행이에요. ,776.8580000000001,779.8580000000001,3.0,21
제 능력이 그 정도죠. ,779.8580000000001,782.8580000000001,3.0,21
"그러니까 여기 -- 가족들 나이먹는 게 보이시죠, ",785.8580000000001,788.8580000000001,3.0,21
"그리고 이건 오늘, 아니면 작년 모습입니다. ",788.8580000000001,791.8580000000001,3.0,21
이렇게 과거를 돌아 볼 수 있다는 것이 참 대단한 점이죠. ,791.8580000000001,794.8580000000001,3.0,21
우리 가족도 이렇게 해 봤으면 좋겠네요. ,794.8580000000001,797.8580000000001,3.0,21
어쩌면 ,797.8580000000001,799.8580000000001,2.0,21
언젠가는 제 아이들도 궁금해 할거라 생각해요 -- ,799.8580000000001,801.8580000000001,2.0,21
"제 손자나, 아니면 증손자들도 그렇겠죠 ",801.8580000000001,803.8580000000001,2.0,21
아이가 생긴다면요 ,803.8580000000001,805.8580000000001,2.0,21
아이를 가질 계획이거든요 ,805.8580000000001,808.8580000000001,3.0,21
"아이들이 나에 대해 궁금해 하리라고, 그런 자아도취에 빠지곤 합니다. ",808.8580000000001,811.8580000000001,3.0,21
저는 블로거 입니다 -- ,811.8580000000001,813.8580000000001,2.0,21
그게 저의 놀라운 점이죠. ,813.8580000000001,815.8580000000001,2.0,21
블로깅을 하며 매일의 순간 순간을 잡아두죠. ,815.8580000000001,818.8580000000001,3.0,21
전 제 사진도 찍곤 합니다. 작년부터 그래왔어요. ,818.8580000000001,821.8580000000001,3.0,21
